id,Area,StreetName,DateTime,TotalVehiclesParked,TotalParkingSpace,Occupancy,dayOfWeek
4256,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4257,Commercial Core,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 08:00:00,10,15,0.6667,Thursday
4258,Commercial Core,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4259,Commercial Core,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,2016-05-25 12:00:00,5,11,0.4545,Wednesday
4260,Commercial Core,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 13:00:00,10,15,0.6667,Thursday
4261,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 21:00:00,10,15,0.6667,Thursday
4262,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2018-08-05 17:00:00,10,15,0.6667,Sunday
4263,Commercial Core,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2016-05-25 08:00:00,10,15,0.6667,Wednesday
4264,Commercial Core,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4265,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 09:00:00,15,17,0.8824,Thursday
4266,Commercial Core,4TH AVE BETWEEN UNION ST AND PIKE ST,2016-05-25 08:00:00,5,10,0.5,Wednesday
4267,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4268,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 09:00:00,10,15,0.6667,Thursday
4269,Commercial Core,UNION ST BETWEEN 6TH AVE AND 7TH AVE,2017-10-05 17:00:00,10,15,0.6667,Thursday
4270,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 14:00:00,5,10,0.5,Wednesday
4271,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2018-08-05 08:00:00,5,10,0.5,Sunday
4272,Commercial Core,1ST AVE BETWEEN PIKE ST AND PINE ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4273,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2014-05-06 10:00:00,5,11,0.4545,Tuesday
4274,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2018-08-05 18:00:00,15,20,0.75,Sunday
4275,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2018-09-05 11:00:00,10,15,0.6667,Wednesday
4276,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 09:00:00,10,15,0.6667,Wednesday
4277,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2016-05-25 19:00:00,5,11,0.4545,Wednesday
4278,Commercial Core,UNION ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 10:00:00,10,15,0.6667,Thursday
4279,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 18:00:00,10,15,0.6667,Thursday
4280,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2014-04-26 20:00:00,15,18,0.8333,Saturday
4281,Commercial Core,5TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4282,Commercial Core,6TH AVE BETWEEN PIKE ST AND PINE ST,2015-03-24 08:00:00,8,12,0.6667,Tuesday
4283,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2018-08-05 12:00:00,5,10,0.5,Sunday
4284,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 08:00:00,5,10,0.5,Wednesday
4285,Commercial Core,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,2017-10-05 15:00:00,10,15,0.6667,Thursday
4286,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2014-05-06 15:00:00,5,11,0.4545,Tuesday
4287,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2018-08-05 21:00:00,15,20,0.75,Sunday
4288,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2018-09-05 16:00:00,9,13,0.6923,Wednesday
4289,Commercial Core,UNION ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 15:00:00,10,15,0.6667,Thursday
4290,Commercial Core,SENECA ST BETWEEN 1ST AVE AND 2ND AVE,2016-05-25 10:00:00,10,15,0.6667,Wednesday
4291,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 20:00:00,10,15,0.6667,Wednesday
4292,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2018-08-05 22:00:00,5,11,0.4545,Sunday
4293,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 12:00:00,10,15,0.6667,Thursday
4294,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 19:00:00,10,15,0.6667,Thursday
4295,Commercial Core,4TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4296,Commercial Core,6TH AVE BETWEEN PIKE ST AND PINE ST,2015-03-24 15:00:00,8,12,0.6667,Tuesday
4297,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2018-08-05 15:00:00,5,10,0.5,Sunday
4298,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4299,Commercial Core,1ST AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4300,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 16:00:00,10,15,0.6667,Thursday
4301,Commercial Core,1ST AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 12:00:00,10,15,0.6667,Wednesday
4302,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 12:00:00,10,15,0.6667,Thursday
4303,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 20:00:00,10,15,0.6667,Thursday
4304,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2018-08-05 16:00:00,5,10,0.5,Sunday
4305,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 17:00:00,9,13,0.6923,Wednesday
4306,Commercial Core,SENECA ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 08:00:00,10,15,0.6667,Thursday
4307,Commercial Core,4TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4308,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 13:00:00,10,15,0.6667,Wednesday
4309,Commercial Core,UNION ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 13:00:00,10,15,0.6667,Thursday
4310,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 22:00:00,10,15,0.6667,Thursday
4311,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2018-08-05 17:00:00,15,20,0.75,Sunday
4312,Commercial Core,MARION ST BETWEEN 3RD AVE AND 4TH AVE,2018-08-05 17:00:00,10,15,0.6667,Sunday
4313,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 08:00:00,15,17,0.8824,Wednesday
4314,Commercial Core,MARION ST BETWEEN 3RD AVE AND 4TH AVE,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4315,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 10:00:00,10,15,0.6667,Thursday
4316,Commercial Core,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 18:00:00,10,15,0.6667,Thursday
4317,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2014-04-26 17:00:00,15,18,0.8333,Saturday
4318,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 14:00:00,15,17,0.8824,Wednesday
4319,Commercial Core,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,2018-08-05 09:00:00,5,10,0.5,Sunday
4320,Commercial Core,2ND AVE BETWEEN PIKE ST AND PINE ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4321,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2014-05-06 11:00:00,15,18,0.8333,Tuesday
4322,Commercial Core,MARION ST BETWEEN 3RD AVE AND 4TH AVE,2018-08-05 18:00:00,10,15,0.6667,Sunday
4323,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 12:00:00,24,25,0.96,Wednesday
4324,Commercial Core,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 09:00:00,10,15,0.6667,Wednesday
4325,Commercial Core,UNION ST BETWEEN 2ND AVE AND 3RD AVE,2016-05-25 19:00:00,10,15,0.6667,Wednesday
4326,Commercial Core,5TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 11:00:00,10,15,0.6667,Thursday
4327,Commercial Core,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 18:00:00,10,15,0.6667,Thursday
4328,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 15:00:00,15,17,0.8824,Wednesday
4329,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2015-03-24 09:00:00,10,14,0.7143,Tuesday
4330,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2018-08-05 13:00:00,10,14,0.7143,Sunday
4331,Commercial Core,6TH AVE BETWEEN PIKE ST AND PINE ST,2014-05-06 17:00:00,10,15,0.6667,Tuesday
4332,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2018-09-05 17:00:00,10,15,0.6667,Wednesday
4333,Commercial Core,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4334,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 11:00:00,10,15,0.6667,Wednesday
4335,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 21:00:00,10,15,0.6667,Wednesday
4336,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 12:00:00,15,20,0.75,Thursday
4337,Commercial Core,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,2017-10-05 19:00:00,10,15,0.6667,Thursday
4338,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2015-03-24 17:00:00,10,14,0.7143,Tuesday
4339,Commercial Core,OLIVE WAY BETWEEN 7TH AVE AND HOWELL ST,2018-08-05 15:00:00,10,15,0.6667,Sunday
4340,Commercial Core,SPRING ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 16:00:00,10,15,0.6667,Wednesday
4341,Commercial Core,2ND AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4342,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2017-10-05 16:00:00,10,15,0.6667,Thursday
4343,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 12:00:00,10,15,0.6667,Wednesday
4344,Commercial Core,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 13:00:00,10,15,0.6667,Thursday
4345,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 21:00:00,10,15,0.6667,Thursday
4346,Commercial Core,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,2018-08-05 16:00:00,10,15,0.6667,Sunday
4347,Commercial Core,MARION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4348,Commercial Core,UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 08:00:00,10,15,0.6667,Thursday
4349,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4350,Commercial Core,6TH AVE BETWEEN UNION ST AND PIKE ST,2016-05-25 13:00:00,5,10,0.5,Wednesday
4351,Commercial Core,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 14:00:00,10,15,0.6667,Thursday
4352,Commercial Core,6TH AVE BETWEEN UNION ST AND PIKE ST,2017-10-05 22:00:00,5,10,0.5,Thursday
4353,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 22:00:00,10,14,0.7143,Thursday
4354,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 17:00:00,10,15,0.6667,Sunday
4355,Commercial Core,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,2016-05-25 08:00:00,9,13,0.6923,Wednesday
4356,Commercial Core,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 18:00:00,5,10,0.5,Wednesday
4357,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 10:00:00,15,20,0.75,Thursday
4358,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2017-10-05 18:00:00,10,15,0.6667,Thursday
4359,Commercial Core,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 14:00:00,10,15,0.6667,Wednesday
4360,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2018-08-05 09:00:00,5,10,0.5,Sunday
4361,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4362,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2014-05-06 12:00:00,5,11,0.4545,Tuesday
4363,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 18:00:00,10,15,0.6667,Sunday
4364,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 13:00:00,24,25,0.96,Wednesday
4365,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 10:00:00,10,15,0.6667,Wednesday
4366,Commercial Core,4TH AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 20:00:00,10,15,0.6667,Wednesday
4367,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2017-10-05 11:00:00,10,15,0.6667,Thursday
4368,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2017-10-05 19:00:00,10,15,0.6667,Thursday
4369,Commercial Core,SENECA ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4370,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2015-03-24 10:00:00,10,14,0.7143,Tuesday
4371,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2018-08-05 14:00:00,5,10,0.5,Sunday
4372,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2014-05-06 18:00:00,10,14,0.7143,Tuesday
4373,Commercial Core,ALASKAN WAY BETWEEN SPRING ST AND SENECA ST,2018-09-05 18:00:00,5,10,0.5,Wednesday
4374,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4375,Commercial Core,5TH AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 11:00:00,10,15,0.6667,Wednesday
4376,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 21:00:00,20,27,0.7407,Wednesday
4377,Commercial Core,ALASKAN WAY BETWEEN UNION ST AND ALASKAN E RDWY WAY,2017-10-05 12:00:00,10,15,0.6667,Thursday
4378,Commercial Core,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 20:00:00,10,15,0.6667,Thursday
4379,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2015-03-24 19:00:00,5,11,0.4545,Tuesday
4380,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-08-05 16:00:00,10,15,0.6667,Sunday
4381,Commercial Core,1ST AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4382,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 08:00:00,5,10,0.5,Thursday
4383,Commercial Core,UNION ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 16:00:00,10,15,0.6667,Thursday
4384,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 12:00:00,20,27,0.7407,Wednesday
4385,Commercial Core,ALASKAN WAY BETWEEN PIKE ST AND PINE ST,2017-10-05 13:00:00,10,15,0.6667,Thursday
4386,Commercial Core,ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,2017-10-05 21:00:00,16,21,0.7619,Thursday
4387,Commercial Core,1ST AVE BETWEEN PIKE ST AND PINE ST,2018-08-05 17:00:00,10,15,0.6667,Sunday
4388,Commercial Core,UNION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4389,Commercial Core,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 09:00:00,10,15,0.6667,Thursday
4390,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 17:00:00,10,15,0.6667,Thursday
4391,Commercial Core,MARION ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 13:00:00,10,15,0.6667,Wednesday
4392,Commercial Core,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2018-08-05 08:00:00,10,15,0.6667,Sunday
4393,Commercial Core,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,2017-10-05 14:00:00,10,15,0.6667,Thursday
4394,Commercial Core,UNION ST BETWEEN 2ND AVE AND 3RD AVE,2016-05-25 13:00:00,10,15,0.6667,Wednesday
4395,Commercial Core,4TH AVE BETWEEN MADISON ST AND SPRING ST,2018-08-05 08:00:00,10,15,0.6667,Sunday
4396,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 14:00:00,5,11,0.4545,Thursday
4397,Commercial Core,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 22:00:00,10,15,0.6667,Thursday
4398,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2014-05-06 08:00:00,16,21,0.7619,Tuesday
4399,Commercial Core,2ND AVE BETWEEN COLUMBIA ST AND MARION ST,2018-08-05 18:00:00,10,15,0.6667,Sunday
4400,Commercial Core,1ST AVE BETWEEN SPRING ST AND SENECA ST,2018-09-05 08:00:00,10,15,0.6667,Wednesday
4401,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 09:00:00,10,15,0.6667,Wednesday
4402,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 19:00:00,10,15,0.6667,Wednesday
4403,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 10:00:00,15,17,0.8824,Thursday
4404,Commercial Core,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 18:00:00,9,13,0.6923,Thursday
4405,Commercial Core,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4406,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2018-08-05 11:00:00,5,10,0.5,Sunday
4407,Commercial Core,ALASKAN WAY BETWEEN PIKE ST AND PINE ST,2017-10-05 15:00:00,10,15,0.6667,Thursday
4408,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2014-05-06 13:00:00,10,14,0.7143,Tuesday
4409,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 19:00:00,10,15,0.6667,Sunday
4410,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 14:00:00,10,15,0.6667,Wednesday
4411,Commercial Core,6TH AVE BETWEEN COLUMBIA ST AND MARION ST,2016-05-25 10:00:00,15,20,0.75,Wednesday
4412,Commercial Core,9TH AVE BETWEEN PINE ST AND OLIVE WAY,2016-05-25 20:00:00,5,10,0.5,Wednesday
4413,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 11:00:00,10,14,0.7143,Thursday
4414,Commercial Core,ALASKAN WAY BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 19:00:00,9,13,0.6923,Thursday
4415,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4416,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2015-03-24 12:00:00,5,11,0.4545,Tuesday
4417,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-08-05 15:00:00,10,15,0.6667,Sunday
4418,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-05-06 19:00:00,10,15,0.6667,Tuesday
4419,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 19:00:00,10,15,0.6667,Wednesday
4420,Commercial Core,5TH AVE BETWEEN COLUMBIA ST AND MARION ST,2017-10-05 16:00:00,10,15,0.6667,Thursday
4421,Commercial Core,CHERRY ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 11:00:00,5,11,0.4545,Wednesday
4422,Commercial Core,UNION ST BETWEEN 1ST AVE AND 2ND AVE,2016-05-25 21:00:00,10,15,0.6667,Wednesday
4423,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2017-10-05 12:00:00,10,15,0.6667,Thursday
4424,Commercial Core,ALASKAN WAY BETWEEN MARION ST AND MADISON ST,2017-10-05 20:00:00,10,15,0.6667,Thursday
4425,Commercial Core,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,2015-03-24 20:00:00,5,11,0.4545,Tuesday
4426,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2018-08-05 16:00:00,10,15,0.6667,Sunday
4427,Commercial Core,2ND AVE BETWEEN SENECA ST AND UNIVERSITY ST,2016-05-25 17:00:00,10,15,0.6667,Wednesday
4428,Commercial Core,ALASKAN WAY BETWEEN PIKE ST AND PINE ST,2017-10-05 08:00:00,10,15,0.6667,Thursday
4429,Commercial Core,1ST AVE BETWEEN PINE ST AND STEWART ST,2017-10-05 17:00:00,10,15,0.6667,Thursday
4430,Commercial Core,ALASKAN WAY BETWEEN SENECA ST AND UNIVERSITY ST,2014-04-26 09:00:00,15,18,0.8333,Saturday
4431,Commercial Core,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 12:00:00,10,15,0.6667,Wednesday
4432,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 13:00:00,10,14,0.7143,Thursday
4433,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 21:00:00,10,15,0.6667,Thursday
4434,Commercial Core,2ND AVE BETWEEN PIKE ST AND PINE ST,2018-08-05 17:00:00,10,15,0.6667,Sunday
4435,Commercial Core,1ST AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 08:00:00,10,15,0.6667,Wednesday
4436,Commercial Core,2ND AVE BETWEEN MADISON ST AND SPRING ST,2016-05-25 18:00:00,10,15,0.6667,Wednesday
4437,Commercial Core,ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,2017-10-05 09:00:00,16,21,0.7619,Thursday
4438,Commercial Core,OLIVE WAY BETWEEN HOWELL ST AND 9TH AVE,2017-10-05 17:00:00,10,15,0.6667,Thursday
4439,Commercial Core,MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2017-10-05 09:00:00,10,15,0.6667,Thursday
4440,Commercial Core,UNION ST BETWEEN 1ST AVE AND 2ND AVE,2017-10-05 17:00:00,10,15,0.6667,Thursday
4441,Commercial Core,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,2016-05-25 14:00:00,10,15,0.6667,Wednesday
4442,Commercial Core,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,2018-08-05 08:00:00,10,15,0.6667,Sunday
4443,Commercial Core,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 14:00:00,10,15,0.6667,Thursday
4444,Commercial Core,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-05-06 10:00:00,5,10,0.5,Tuesday
4445,Commercial Core,2ND AVE BETWEEN UNION ST AND PIKE ST,2018-08-05 18:00:00,10,15,0.6667,Sunday
4446,Commercial Core,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,2018-09-05 10:00:00,9,13,0.6923,Wednesday
4447,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 09:00:00,10,15,0.6667,Wednesday
4448,Commercial Core,6TH AVE BETWEEN MARION ST AND MADISON ST,2016-05-25 19:00:00,10,15,0.6667,Wednesday
4449,Commercial Core,SPRING ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 10:00:00,10,15,0.6667,Thursday
4450,Commercial Core,COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 18:00:00,10,15,0.6667,Thursday
4451,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2014-04-26 19:00:00,10,15,0.6667,Saturday
4452,Commercial Core,2ND AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 15:00:00,10,15,0.6667,Wednesday
4453,Commercial Core,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,2018-08-05 12:00:00,5,10,0.5,Sunday
4454,Commercial Core,JEFFERSON ST BETWEEN 4TH AVE AND 5TH AVE,2017-10-05 15:00:00,15,17,0.8824,Thursday
4455,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2014-05-06 14:00:00,10,14,0.7143,Tuesday
4456,Commercial Core,MADISON ST BETWEEN 3RD AVE AND 4TH AVE,2018-08-05 20:00:00,10,14,0.7143,Sunday
4457,Commercial Core,WESTERN AVE BETWEEN SPRING ST AND SENECA ST,2016-05-25 19:00:00,5,10,0.5,Wednesday
4458,Commercial Core,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,2018-09-05 15:00:00,10,15,0.6667,Wednesday
4459,Commercial Core,SPRING ST BETWEEN 3RD AVE AND 4TH AVE,2017-10-05 15:00:00,10,15,0.6667,Thursday
4460,Commercial Core,MARION ST BETWEEN 4TH AVE AND 5TH AVE,2016-05-25 10:00:00,10,15,0.6667,Wednesday
4461,Commercial Core,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,2016-05-25 20:00:00,10,15,0.6667,Wednesday
4462,Commercial Core,PINE ST BETWEEN 1ST AVE AND 2ND AVE,2018-08-05 21:00:00,10,15,0.6667,Sunday
4463,Commercial Core,STEWART ST BETWEEN 2ND AVE AND 3RD AVE,2017-10-05 11:00:00,10,15,0.6667,Thursday
4464,Commercial Core,ALASKAN WAY BETWEEN UNIVERSITY ST AND UNION ST,2017-10-05 19:00:00,20,27,0.7407,Thursday
