id,Area,StreetName,DateTime,TotalVehiclesParked,TotalParkingSpace,Occupancy,dayOfWeek
12464,University District,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2018-03-29 08:00:00,10,15,0.6667,Thursday
12465,University District,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,2016-04-05 14:00:00,15,20,0.75,Tuesday
12466,University District,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2018-03-29 09:00:00,19,24,0.7917,Thursday
12467,University District,NE 43RD ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,2016-04-05 14:00:00,10,15,0.6667,Tuesday
12468,University District,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2017-05-02 09:00:00,19,24,0.7917,Tuesday
12469,University District,UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,2015-03-03 12:00:00,10,14,0.7143,Tuesday
12470,University District,ROOSEVELT WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,2017-05-02 18:00:00,10,14,0.7143,Tuesday
12471,University District,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,2018-03-29 12:00:00,15,18,0.8333,Thursday
12472,University District,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,2016-04-05 16:00:00,10,15,0.6667,Tuesday
12473,University District,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2017-05-02 11:00:00,19,24,0.7917,Tuesday
12474,University District,UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2014-04-09 16:00:00,15,22,0.6818,Wednesday
12475,University District,UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,2015-03-03 15:00:00,9,13,0.6923,Tuesday
12476,University District,UNIVERSITY WAY NE BETWEEN NE 42ND ST AND NE 43RD ST,2017-05-02 20:00:00,10,14,0.7143,Tuesday
12477,University District,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,2018-03-29 15:00:00,25,29,0.8621,Thursday
12478,University District,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,2016-04-05 19:00:00,15,17,0.8824,Tuesday
12479,University District,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2014-04-09 09:00:00,15,20,0.75,Wednesday
12480,University District,11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,2017-05-02 13:00:00,15,17,0.8824,Tuesday
12481,University District,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,2014-04-09 18:00:00,15,18,0.8333,Wednesday
12482,University District,NE 43RD ST BETWEEN 12TH AVE NE AND DEAD END 1,2016-04-05 10:00:00,10,15,0.6667,Tuesday
12483,University District,UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,2015-03-03 21:00:00,5,10,0.5,Tuesday
12484,University District,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,2016-04-05 20:00:00,10,15,0.6667,Tuesday
12485,University District,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2014-04-09 11:00:00,15,20,0.75,Wednesday
12486,University District,12TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2018-03-29 20:00:00,15,17,0.8824,Thursday
12487,University District,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,2017-05-02 14:00:00,10,14,0.7143,Tuesday
12488,University District,BROOKLYN AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2016-04-05 12:00:00,10,15,0.6667,Tuesday
12489,University District,15TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,2015-03-03 10:00:00,12,16,0.75,Tuesday
12490,University District,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2017-05-02 16:00:00,9,13,0.6923,Tuesday
12491,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2018-04-17 11:00:00,12,16,0.75,Tuesday
12492,Uptown,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,2017-05-16 17:00:00,5,10,0.5,Tuesday
12493,Uptown,2ND AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2016-06-01 18:00:00,9,13,0.6923,Wednesday
12494,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2017-05-07 17:00:00,9,13,0.6923,Sunday
12495,Uptown,ROY ST BETWEEN 3RD AVE N AND NOB HILL AVE N,2016-06-01 12:00:00,10,15,0.6667,Wednesday
12496,Uptown,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,2018-04-17 15:00:00,10,15,0.6667,Tuesday
12497,Uptown,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2017-05-16 20:00:00,10,15,0.6667,Tuesday
12498,Uptown,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 19:00:00,10,15,0.6667,Wednesday
12499,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2014-08-05 13:00:00,10,15,0.6667,Tuesday
12500,Uptown,3RD AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,2017-05-16 08:00:00,5,10,0.5,Tuesday
12501,Uptown,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 14:00:00,10,15,0.6667,Wednesday
12502,Uptown,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,2018-04-17 18:00:00,10,15,0.6667,Tuesday
12503,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2015-04-15 11:00:00,9,13,0.6923,Wednesday
12504,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2016-06-01 21:00:00,10,14,0.7143,Wednesday
12505,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2014-08-05 19:00:00,9,13,0.6923,Tuesday
12506,Uptown,W HARRISON ST BETWEEN 3RD AVE W AND 4TH AVE W,2017-05-16 12:00:00,5,11,0.4545,Tuesday
12507,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 15:00:00,10,14,0.7143,Wednesday
12508,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2015-04-15 18:00:00,5,11,0.4545,Wednesday
12509,Uptown,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,2017-05-07 10:00:00,8,12,0.6667,Sunday
12510,Uptown,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 09:00:00,10,15,0.6667,Wednesday
12511,Uptown,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,2017-05-16 19:00:00,5,10,0.5,Tuesday
12512,Uptown,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,2017-05-16 14:00:00,10,15,0.6667,Tuesday
12513,Uptown,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 16:00:00,10,15,0.6667,Wednesday
12514,Uptown,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-07 14:00:00,9,13,0.6923,Sunday
12515,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2016-06-01 11:00:00,5,11,0.4545,Wednesday
12516,Uptown,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,2017-05-07 15:00:00,10,14,0.7143,Sunday
12517,Uptown,MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,2016-06-01 11:00:00,10,15,0.6667,Wednesday
12518,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2018-04-17 12:00:00,15,17,0.8824,Tuesday
12519,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-16 18:00:00,12,16,0.75,Tuesday
12520,Uptown,REPUBLICAN ST BETWEEN 4TH AVE N AND 5TH AVE N,2016-06-01 18:00:00,8,12,0.6667,Wednesday
12521,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-07 18:00:00,12,16,0.75,Sunday
12522,Uptown,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,2017-05-16 08:00:00,10,15,0.6667,Tuesday
12523,Uptown,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 13:00:00,10,15,0.6667,Wednesday
12524,Uptown,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,2018-04-17 16:00:00,10,15,0.6667,Tuesday
12525,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2017-05-16 21:00:00,10,14,0.7143,Tuesday
12526,Uptown,2ND AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,2016-06-01 20:00:00,12,16,0.75,Wednesday
12527,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2014-08-05 14:00:00,10,15,0.6667,Tuesday
12528,Uptown,ROY ST BETWEEN 6TH AVE N AND AURORA AVE N,2017-05-16 09:00:00,8,12,0.6667,Tuesday
12529,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2016-06-01 14:00:00,10,14,0.7143,Wednesday
12530,Uptown,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,2018-04-17 19:00:00,10,14,0.7143,Tuesday
12531,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2015-04-15 12:00:00,10,15,0.6667,Wednesday
12532,Uptown,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 21:00:00,10,15,0.6667,Wednesday
12533,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2014-08-05 20:00:00,9,13,0.6923,Tuesday
12534,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2016-06-01 08:00:00,5,11,0.4545,Wednesday
12535,Uptown,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,2017-05-16 13:00:00,5,10,0.5,Tuesday
12536,Uptown,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 15:00:00,10,15,0.6667,Wednesday
12537,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2015-04-15 19:00:00,9,13,0.6923,Wednesday
12538,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2014-05-08 13:00:00,5,11,0.4545,Thursday
12539,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2017-05-07 11:00:00,10,14,0.7143,Sunday
12540,Uptown,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 09:00:00,10,15,0.6667,Wednesday
12541,Uptown,MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,2018-04-17 08:00:00,10,15,0.6667,Tuesday
12542,Uptown,3RD AVE N BETWEEN ROY ST AND VALLEY ST,2017-05-16 21:00:00,10,14,0.7143,Tuesday
12543,Uptown,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,2017-05-16 15:00:00,10,15,0.6667,Tuesday
12544,Uptown,2ND AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 17:00:00,10,15,0.6667,Wednesday
12545,Uptown,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,2017-05-07 15:00:00,5,10,0.5,Sunday
12546,Uptown,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 11:00:00,10,15,0.6667,Wednesday
12547,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2018-04-17 13:00:00,5,11,0.4545,Tuesday
12548,Uptown,WARREN AVE N BETWEEN MERCER ST AND ROY ST,2017-05-16 18:00:00,10,15,0.6667,Tuesday
12549,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 18:00:00,10,15,0.6667,Wednesday
12550,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2014-08-05 09:00:00,12,16,0.75,Tuesday
12551,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2007-05-17 19:00:00,15,17,0.8824,Thursday
12552,Uptown,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2017-05-16 08:00:00,10,15,0.6667,Tuesday
12553,Uptown,2ND AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 13:00:00,10,15,0.6667,Wednesday
12554,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2018-04-17 17:00:00,12,16,0.75,Tuesday
12555,Uptown,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,2015-04-15 08:00:00,5,10,0.5,Wednesday
12556,Uptown,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2016-06-01 20:00:00,5,10,0.5,Wednesday
12557,Uptown,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2014-08-05 15:00:00,8,12,0.6667,Tuesday
12558,Uptown,ROY ST BETWEEN 6TH AVE N AND AURORA AVE N,2017-05-16 10:00:00,8,12,0.6667,Tuesday
12559,Uptown,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 14:00:00,10,15,0.6667,Wednesday
12560,Uptown,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,2018-04-17 20:00:00,10,14,0.7143,Tuesday
12561,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2015-04-15 14:00:00,5,11,0.4545,Wednesday
12562,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2017-05-07 08:00:00,10,14,0.7143,Sunday
12563,Uptown,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 08:00:00,10,15,0.6667,Wednesday
12564,Uptown,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,2017-05-16 14:00:00,5,10,0.5,Tuesday
12565,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-16 10:00:00,12,16,0.75,Tuesday
12566,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2016-06-01 16:00:00,5,11,0.4545,Wednesday
12567,Uptown,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,2015-04-15 20:00:00,5,10,0.5,Wednesday
12568,Uptown,2ND AVE N BETWEEN MERCER ST AND ROY ST,2014-05-08 18:00:00,5,10,0.5,Thursday
12569,Uptown,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2017-05-07 12:00:00,10,15,0.6667,Sunday
12570,Uptown,2ND AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 10:00:00,10,15,0.6667,Wednesday
12571,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2018-04-17 09:00:00,5,11,0.4545,Tuesday
12572,Uptown,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-16 16:00:00,5,10,0.5,Tuesday
12573,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 17:00:00,8,12,0.6667,Wednesday
12574,Uptown,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,2017-05-07 16:00:00,5,10,0.5,Sunday
12575,Uptown,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,2016-06-01 12:00:00,10,15,0.6667,Wednesday
12576,Uptown,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2018-04-17 14:00:00,10,15,0.6667,Tuesday
12577,Uptown,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2017-05-16 19:00:00,10,15,0.6667,Tuesday
12578,Uptown,2ND AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2016-06-01 19:00:00,9,13,0.6923,Wednesday
12579,Uptown,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,2014-08-05 11:00:00,9,13,0.6923,Tuesday
12580,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-07 20:00:00,5,11,0.4545,Sunday
12581,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 13:00:00,8,12,0.6667,Wednesday
12582,Uptown,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,2018-04-17 17:00:00,5,10,0.5,Tuesday
12583,Uptown,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,2015-04-15 09:00:00,9,13,0.6923,Wednesday
12584,Uptown,WARREN AVE N BETWEEN MERCER ST AND ROY ST,2016-06-01 20:00:00,10,15,0.6667,Wednesday
12585,Uptown,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2014-08-05 17:00:00,10,14,0.7143,Tuesday
12586,Uptown,3RD AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,2017-05-16 11:00:00,5,10,0.5,Tuesday
12587,Uptown,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2016-06-01 15:00:00,10,15,0.6667,Wednesday
12588,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2018-04-17 21:00:00,12,16,0.75,Tuesday
12589,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2015-04-15 15:00:00,10,14,0.7143,Wednesday
12590,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2017-05-07 09:00:00,10,14,0.7143,Sunday
12591,Uptown,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 08:00:00,10,15,0.6667,Wednesday
12592,Uptown,4TH AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-16 16:00:00,5,10,0.5,Tuesday
12593,Uptown,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-16 11:00:00,5,10,0.5,Tuesday
12594,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2016-06-01 16:00:00,10,14,0.7143,Wednesday
12595,Uptown,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,2017-05-07 12:00:00,8,12,0.6667,Sunday
12596,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 10:00:00,10,14,0.7143,Wednesday
12597,Uptown,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,2018-04-17 10:00:00,5,10,0.5,Tuesday
12598,Uptown,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,2017-05-16 16:00:00,10,15,0.6667,Tuesday
12599,Uptown,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 17:00:00,10,15,0.6667,Wednesday
12600,Uptown,2ND AVE N BETWEEN MERCER ST AND ROY ST,2017-05-16 17:00:00,5,10,0.5,Tuesday
12601,Uptown,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2016-06-01 18:00:00,10,15,0.6667,Wednesday
12602,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-07 17:00:00,15,17,0.8824,Sunday
12603,Uptown,QUEEN ANNE AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 12:00:00,10,15,0.6667,Wednesday
12604,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2018-04-17 15:00:00,12,16,0.75,Tuesday
12605,Uptown,2ND AVE N BETWEEN MERCER ST AND ROY ST,2017-05-16 20:00:00,5,10,0.5,Tuesday
12606,Uptown,ROY ST BETWEEN 3RD AVE N AND NOB HILL AVE N,2016-06-01 19:00:00,10,15,0.6667,Wednesday
12607,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2014-08-05 12:00:00,10,15,0.6667,Tuesday
12608,Uptown,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,2017-05-07 20:00:00,5,10,0.5,Sunday
12609,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 13:00:00,10,15,0.6667,Wednesday
12610,Uptown,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,2018-04-17 18:00:00,5,10,0.5,Tuesday
12611,Uptown,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,2015-04-15 11:00:00,5,10,0.5,Wednesday
12612,Uptown,2ND AVE N BETWEEN MERCER ST AND ROY ST,2016-06-01 21:00:00,5,10,0.5,Wednesday
12613,Uptown,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2014-08-05 19:00:00,10,15,0.6667,Tuesday
12614,Uptown,3RD AVE N BETWEEN ROY ST AND VALLEY ST,2017-05-16 12:00:00,10,14,0.7143,Tuesday
12615,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2016-06-01 15:00:00,10,14,0.7143,Wednesday
12616,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2015-04-15 17:00:00,5,11,0.4545,Wednesday
12617,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2017-05-07 10:00:00,9,13,0.6923,Sunday
12618,Uptown,2ND AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,2016-06-01 09:00:00,12,16,0.75,Wednesday
12619,Uptown,W THOMAS ST BETWEEN 1ST AVE W AND 2ND AVE W,2017-05-16 18:00:00,5,10,0.5,Tuesday
12620,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-16 13:00:00,12,16,0.75,Tuesday
12621,Uptown,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,2016-06-01 16:00:00,10,15,0.6667,Wednesday
12622,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-07 14:00:00,15,17,0.8824,Sunday
12623,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 10:00:00,10,15,0.6667,Wednesday
12624,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2018-04-17 11:00:00,15,17,0.8824,Tuesday
12625,Uptown,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,2016-06-01 11:00:00,12,16,0.75,Wednesday
12626,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2018-04-17 11:00:00,9,13,0.6923,Tuesday
12627,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-16 18:00:00,5,11,0.4545,Tuesday
12628,Uptown,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,2016-06-01 18:00:00,10,15,0.6667,Wednesday
12629,Uptown,WARREN AVE N BETWEEN DENNY WAY AND JOHN ST,2017-05-07 17:00:00,8,12,0.6667,Sunday
12630,Uptown,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,2016-06-01 12:00:00,10,15,0.6667,Wednesday
12631,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2018-04-17 16:00:00,5,11,0.4545,Tuesday
12632,Uptown,WARREN AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-16 20:00:00,5,10,0.5,Tuesday
12633,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2016-06-01 20:00:00,15,17,0.8824,Wednesday
12634,Uptown,WARREN AVE N BETWEEN JOHN ST AND THOMAS ST,2014-08-05 13:00:00,10,15,0.6667,Tuesday
12635,Uptown,VALLEY ST BETWEEN TAYLOR AVE N AND 6TH AVE N,2017-05-16 08:00:00,5,10,0.5,Tuesday
12636,Uptown,2ND AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 14:00:00,10,15,0.6667,Wednesday
12637,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2018-04-17 18:00:00,8,12,0.6667,Tuesday
12638,Uptown,1ST AVE W BETWEEN W REPUBLICAN ST AND W MERCER ST,2015-04-15 12:00:00,10,15,0.6667,Wednesday
12639,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 21:00:00,10,14,0.7143,Wednesday
12640,Uptown,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,2014-08-05 20:00:00,5,10,0.5,Tuesday
12641,Uptown,3RD AVE N BETWEEN ROY ST AND VALLEY ST,2017-05-16 13:00:00,10,14,0.7143,Tuesday
12642,Uptown,ROY ST BETWEEN 3RD AVE N AND NOB HILL AVE N,2016-06-01 15:00:00,10,15,0.6667,Wednesday
12643,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2015-04-15 18:00:00,10,15,0.6667,Wednesday
12644,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2014-05-08 08:00:00,15,17,0.8824,Thursday
12645,Uptown,JOHN ST BETWEEN WARREN AVE N AND 2ND AVE N,2017-05-07 11:00:00,5,10,0.5,Sunday
12646,Uptown,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,2016-06-01 09:00:00,10,15,0.6667,Wednesday
12647,Uptown,3RD AVE N BETWEEN ROY ST AND VALLEY ST,2017-05-16 20:00:00,10,14,0.7143,Tuesday
12648,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2017-05-16 14:00:00,9,13,0.6923,Tuesday
12649,Uptown,1ST AVE N BETWEEN THOMAS ST AND HARRISON ST,2016-06-01 17:00:00,10,14,0.7143,Wednesday
12650,Uptown,QUEEN ANNE AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2017-05-07 14:00:00,5,10,0.5,Sunday
12651,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2017-05-07 15:00:00,10,14,0.7143,Sunday
12652,Uptown,QUEEN ANNE AVE N BETWEEN JOHN ST AND THOMAS ST,2016-06-01 11:00:00,10,14,0.7143,Wednesday
12653,Uptown,2ND AVE N BETWEEN MERCER ST AND ROY ST,2018-04-17 12:00:00,5,10,0.5,Tuesday
12654,Uptown,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,2017-05-16 18:00:00,10,15,0.6667,Tuesday
12655,Uptown,THOMAS ST BETWEEN WARREN AVE N AND 2ND AVE N,2016-06-01 18:00:00,10,15,0.6667,Wednesday
12656,Uptown,ROY ST BETWEEN 1ST AVE N AND WARREN AVE N,2014-08-05 08:00:00,5,10,0.5,Tuesday
12657,Uptown,QUEEN ANNE AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,2017-05-07 18:00:00,9,13,0.6923,Sunday
12658,Uptown,MERCER ST BETWEEN 1ST AVE N AND WARREN AVE N,2017-05-16 08:00:00,10,15,0.6667,Tuesday
12659,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2016-06-01 13:00:00,5,11,0.4545,Wednesday
12660,Uptown,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,2017-05-16 22:00:00,10,15,0.6667,Tuesday
12661,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2016-06-01 20:00:00,10,14,0.7143,Wednesday
12662,Uptown,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,2014-08-05 15:00:00,5,11,0.4545,Tuesday
12663,Uptown,2ND AVE W BETWEEN W HARRISON ST AND W REPUBLICAN ST,2017-05-16 10:00:00,12,16,0.75,Tuesday
12664,Uptown,ROY ST BETWEEN 3RD AVE N AND NOB HILL AVE N,2016-06-01 14:00:00,10,15,0.6667,Wednesday
12665,Uptown,MERCER ST BETWEEN 3RD AVE N AND 4TH AVE N,2018-04-17 19:00:00,10,14,0.7143,Tuesday
12666,Uptown,1ST AVE N BETWEEN REPUBLICAN ST AND MERCER ST,2015-04-15 13:00:00,15,17,0.8824,Wednesday
12667,Uptown,WARREN AVE N BETWEEN MERCER ST AND ROY ST,2016-06-01 21:00:00,10,15,0.6667,Wednesday
