Elmntkey,Study_Area,Area_ID,Day_of_Week,Time,Parking_Spaces,Total_Vehicle_Count
31309,South Lake Union,21,5,0,26,26
13109,South Lake Union,21,3,0,18,8
79785,South Lake Union,21,3,0.75,12,12
32125,South Lake Union,21,3,0.67,48,42
35881,South Lake Union,21,3,0.75,26,2
58445,South Lake Union,21,3,0.83,14,10
8406,South Lake Union,21,4,1,20,12
13261,South Lake Union,21,4,0,14,5
134965,South Lake Union,21,4,0,16,8
13110,South Lake Union,21,5,1,12,15
76721,South Lake Union,21,5,0.75,12,9
11786,South Lake Union,21,5,0.75,14,15
58449,South Lake Union,21,5,0.67,12,13
58574,South Lake Union,21,5,0.58,11,7
13134,South Lake Union,21,5,0.42,11,14
34885,South Lake Union,21,4,0.5,15,11
76197,South Lake Union,21,5,0.58,25,15
57197,South Lake Union,21,5,0.58,12,10
57197,South Lake Union,21,5,0.25,12,12
80554,South Lake Union,21,5,0.17,12,12
56354,South Lake Union,21,3,0.42,38,38
58446,South Lake Union,21,3,0.08,16,16
58833,South Lake Union,21,3,0.75,24,20
59046,South Lake Union,21,3,0,12,12
13793,South Lake Union,21,3,0.75,22,20
31309,South Lake Union,21,3,0.17,26,26
81130,South Lake Union,21,3,0.92,14,2
33145,South Lake Union,21,5,0.92,12,6
76429,South Lake Union,21,5,0.67,20,11
8402,South Lake Union,21,5,0.25,20,23
34505,South Lake Union,21,5,0,26,26
34506,South Lake Union,21,3,0.08,62,62
79789,South Lake Union,21,3,0.92,18,22
35889,South Lake Union,21,3,0.33,16,14
58833,South Lake Union,21,3,0.17,24,24
81134,South Lake Union,21,3,0.25,18,18
53546,South Lake Union,21,4,0.08,18,9
58453,South Lake Union,21,5,1,16,10
10802,South Lake Union,21,5,0.83,13,13
11882,South Lake Union,21,5,0.83,14,6
77265,South Lake Union,21,5,0.67,14,8
10802,South Lake Union,21,5,0.58,13,14
79041,South Lake Union,21,5,0.33,16,14
8401,South Lake Union,21,4,0.33,12,8
13549,South Lake Union,21,3,0.33,26,30
32122,South Lake Union,21,3,0.33,18,26
79785,South Lake Union,21,3,0.58,12,12
80553,South Lake Union,21,3,1,14,14
35890,South Lake Union,21,3,0.83,32,10
58450,South Lake Union,21,3,0.5,18,18
94612,South Lake Union,21,4,0.58,46,10
134961,South Lake Union,21,4,0.17,12,8
32914,South Lake Union,21,4,0.08,22,18
56354,South Lake Union,21,5,1,28,23
32125,South Lake Union,21,5,0.92,25,26
34509,South Lake Union,21,5,0.67,14,11
13134,South Lake Union,21,5,0.17,11,14
81246,South Lake Union,21,5,0.17,15,11
13793,South Lake Union,21,5,0.08,22,18
53550,South Lake Union,21,5,0,16,15
34877,South Lake Union,21,3,0.17,22,22
56354,South Lake Union,21,3,0.58,38,30
11785,South Lake Union,21,3,1,16,18
11881,South Lake Union,21,3,0.42,20,14
33145,South Lake Union,21,3,0.42,12,16
79785,South Lake Union,21,3,0.83,12,12
35881,South Lake Union,21,3,0.92,26,2
34518,South Lake Union,21,4,0.67,20,5
53546,South Lake Union,21,4,0.5,18,7
31593,South Lake Union,21,4,0.25,32,29
55454,South Lake Union,21,4,0.08,16,12
11141,South Lake Union,21,5,1,11,7
58449,South Lake Union,21,5,0.58,12,8
120107,South Lake Union,21,5,0.58,16,16
13789,South Lake Union,21,5,0.33,20,20
58450,South Lake Union,21,5,0.17,18,17
34885,South Lake Union,21,4,0.17,15,11
34506,South Lake Union,21,4,0,31,24
35201,South Lake Union,21,5,0.92,14,13
35202,South Lake Union,21,5,0.83,14,11
11882,South Lake Union,21,3,0.33,28,26
35749,South Lake Union,21,3,0.67,18,20
11785,South Lake Union,21,3,0.67,16,14
34878,South Lake Union,21,3,0.42,14,14
54073,South Lake Union,21,3,0.58,20,18
81117,South Lake Union,21,3,0.75,30,18
35202,South Lake Union,21,3,0.17,14,14
53545,South Lake Union,21,4,0.25,38,36
120107,South Lake Union,21,5,0.92,16,2
53550,South Lake Union,21,5,0.83,16,13
55454,South Lake Union,21,5,0.58,21,26
32126,South Lake Union,21,5,0.58,13,5
76429,South Lake Union,21,5,0.5,20,18
13789,South Lake Union,21,5,0.5,20,13
13109,South Lake Union,21,5,0.33,18,9
11138,South Lake Union,21,4,0,21,0
57549,South Lake Union,21,5,0,20,23
35749,South Lake Union,21,3,0.17,18,20
35749,South Lake Union,21,3,0.42,18,22
33518,South Lake Union,21,3,0.67,20,22
79786,South Lake Union,21,3,1,12,10
8626,South Lake Union,21,3,0,18,18
53549,South Lake Union,21,3,0.67,72,22
53809,South Lake Union,21,3,0.75,16,4
76721,South Lake Union,21,4,0.42,24,18
8405,South Lake Union,21,4,0.08,14,14
58833,South Lake Union,21,5,0.92,12,13
11138,South Lake Union,21,5,0.5,42,31
8401,South Lake Union,21,5,0.42,24,21
31310,South Lake Union,21,5,0.33,26,26
55373,South Lake Union,21,5,0.33,14,4
8401,South Lake Union,21,5,0.08,24,23
55374,South Lake Union,21,5,0,18,15
31313,South Lake Union,21,4,0.92,16,13
76721,South Lake Union,21,3,0.25,24,22
76198,South Lake Union,21,3,0.5,20,16
81245,South Lake Union,21,3,0.42,28,26
34878,South Lake Union,21,3,0.25,14,14
55641,South Lake Union,21,3,0.5,14,12
59038,South Lake Union,21,3,0.92,20,24
79785,South Lake Union,21,3,0.5,12,12
81134,South Lake Union,21,3,0.17,18,14
8625,South Lake Union,21,3,0.92,16,0
11778,South Lake Union,21,3,0,12,10
31310,South Lake Union,21,3,0,26,26
34517,South Lake Union,21,3,0,26,10
35202,South Lake Union,21,3,0.33,14,14
53545,South Lake Union,21,4,0.75,38,12
53546,South Lake Union,21,4,0.58,18,6
11141,South Lake Union,21,5,0.17,11,14
81130,South Lake Union,21,5,0,16,11
35201,South Lake Union,21,5,0.5,14,18
76721,South Lake Union,21,3,0.58,24,22
35889,South Lake Union,21,3,0.58,16,12
33746,South Lake Union,21,3,0.33,14,26
54074,South Lake Union,21,4,0.5,18,19
55454,South Lake Union,21,4,0.42,16,15
13134,South Lake Union,21,5,0.83,11,6
13105,South Lake Union,21,5,0.58,14,9
81130,South Lake Union,21,5,0.08,16,10
32122,South Lake Union,21,4,1,11,6
34505,South Lake Union,21,4,0.25,13,8
59042,South Lake Union,21,4,0.08,11,1
35201,South Lake Union,21,5,0.67,14,16
33745,South Lake Union,21,3,0.42,18,12
81694,South Lake Union,21,3,0.33,22,14
32130,South Lake Union,21,3,0.58,16,20
56354,South Lake Union,21,3,0.25,38,28
8402,South Lake Union,21,3,0.33,20,22
33517,South Lake Union,21,3,0.83,14,18
13789,South Lake Union,21,3,0.17,20,18
35202,South Lake Union,21,3,0.08,14,12
35890,South Lake Union,21,4,1,32,2
8626,South Lake Union,21,4,0.92,15,13
53549,South Lake Union,21,4,0.92,53,36
8406,South Lake Union,21,4,0.67,20,14
76721,South Lake Union,21,4,0.5,24,21
76433,South Lake Union,21,5,1,26,19
13789,South Lake Union,21,5,1,20,16
53550,South Lake Union,21,5,0.92,16,12
31593,South Lake Union,21,5,0.83,15,14
11786,South Lake Union,21,5,0.67,14,14
34878,South Lake Union,21,5,0.5,14,13
94677,South Lake Union,21,5,0.42,15,15
59041,South Lake Union,21,4,0.5,15,1
11138,South Lake Union,21,4,0.17,21,0
76197,South Lake Union,21,5,0.75,25,10
76198,South Lake Union,21,3,0.08,20,14
8626,South Lake Union,21,3,0.25,18,16
81245,South Lake Union,21,3,0.08,28,18
34506,South Lake Union,21,3,1,62,26
11137,South Lake Union,21,3,0.08,14,10
11137,South Lake Union,21,3,0.25,14,10
53546,South Lake Union,21,3,0.92,18,0
54074,South Lake Union,21,3,0.08,18,18
54074,South Lake Union,21,3,0.83,18,6
77266,South Lake Union,21,3,0.58,18,18
81130,South Lake Union,21,3,1,14,0
31593,South Lake Union,21,4,0.58,32,17
54073,South Lake Union,21,4,0.33,20,23
10165,South Lake Union,21,4,0.25,20,18
58574,South Lake Union,21,5,0.92,11,7
81694,South Lake Union,21,5,0.83,11,10
35890,South Lake Union,21,5,0.5,16,15
76721,South Lake Union,21,5,0.33,12,8
76429,South Lake Union,21,5,0.33,20,17
13110,South Lake Union,21,5,0.25,12,15
55449,South Lake Union,21,5,0.17,18,11
11778,South Lake Union,21,5,0,11,6
56354,South Lake Union,21,4,0.33,19,18
34506,South Lake Union,21,4,0.08,31,22
76198,South Lake Union,21,3,0,20,14
11137,South Lake Union,21,3,0.5,14,14
13109,South Lake Union,21,3,0.08,18,10
81493,South Lake Union,21,3,0.17,12,10
11141,South Lake Union,21,3,0,22,20
11781,South Lake Union,21,3,0.83,12,2
13109,South Lake Union,21,3,0.58,18,10
53545,South Lake Union,21,3,0.25,38,40
54562,South Lake Union,21,3,0.58,22,12
58422,South Lake Union,21,3,0.5,14,14
79786,South Lake Union,21,3,0.42,12,14
10161,South Lake Union,21,4,0.25,24,23
10161,South Lake Union,21,4,0,24,24
10153,South Lake Union,21,5,1,20,0
13105,South Lake Union,21,5,0.67,14,11
94602,South Lake Union,21,5,0.42,28,14
33145,South Lake Union,21,5,0.08,12,4
78069,South Lake Union,21,4,0.42,11,8
34506,South Lake Union,21,4,0.25,31,25
76197,South Lake Union,21,5,1,25,10
31309,South Lake Union,21,3,0.25,26,26
32122,South Lake Union,21,3,0.67,18,20
134965,South Lake Union,21,4,1,16,7
53549,South Lake Union,21,4,0.33,53,46
120105,South Lake Union,21,4,0.17,50,45
35886,South Lake Union,21,4,0,14,13
10802,South Lake Union,21,5,1,13,14
53545,South Lake Union,21,5,0.92,19,5
13134,South Lake Union,21,5,0.75,11,7
76721,South Lake Union,21,5,0.42,12,10
55374,South Lake Union,21,5,0.42,18,14
13110,South Lake Union,21,5,0.42,12,14
79042,South Lake Union,21,5,0.33,14,12
55373,South Lake Union,21,5,0.25,14,5
58445,South Lake Union,21,5,0.17,14,14
58445,South Lake Union,21,5,0.08,14,10
79042,South Lake Union,21,5,0,14,10
56354,South Lake Union,21,4,1,19,16
32126,South Lake Union,21,4,0.83,12,10
81694,South Lake Union,21,3,0.42,22,16
58421,South Lake Union,21,3,0.67,20,12
11782,South Lake Union,21,3,0.42,12,10
54073,South Lake Union,21,3,0.17,20,20
55641,South Lake Union,21,3,0.75,14,6
78701,South Lake Union,21,3,0.67,12,12
33517,South Lake Union,21,3,1,14,16
31593,South Lake Union,21,3,0.17,30,30
35197,South Lake Union,21,3,0.17,14,16
35202,South Lake Union,21,3,1,14,12
53809,South Lake Union,21,3,0.5,16,14
35750,South Lake Union,21,5,0.67,16,16
11882,South Lake Union,21,5,0.42,14,6
79041,South Lake Union,21,5,0.17,16,14
11137,South Lake Union,21,5,0.08,14,7
81693,South Lake Union,21,5,0,15,19
34885,South Lake Union,21,4,0.67,15,9
56354,South Lake Union,21,4,0.5,19,16
33146,South Lake Union,21,4,0.42,15,12
76197,South Lake Union,21,4,0.25,25,22
13549,South Lake Union,21,4,0.08,13,13
57198,South Lake Union,21,5,0.92,20,8
80554,South Lake Union,21,5,0.83,12,11
13549,South Lake Union,21,3,0.25,26,24
59046,South Lake Union,21,3,0.25,12,12
8401,South Lake Union,21,3,0.83,12,4
11141,South Lake Union,21,3,0.83,22,16
53545,South Lake Union,21,3,0.58,38,20
54073,South Lake Union,21,4,1,20,7
77986,South Lake Union,21,4,0.42,22,22
55449,South Lake Union,21,5,0.25,18,19
11785,South Lake Union,21,5,0,16,16
34505,South Lake Union,21,4,0.42,13,9
33517,South Lake Union,21,3,0.42,14,16
11881,South Lake Union,21,3,0,20,14
59046,South Lake Union,21,3,0.33,12,10
76722,South Lake Union,21,3,0.67,14,8
35881,South Lake Union,21,3,0.08,26,26
77265,South Lake Union,21,3,0.92,14,12
57202,South Lake Union,21,4,0.92,18,0
134965,South Lake Union,21,4,0.83,16,7
134961,South Lake Union,21,4,0.75,12,5
8626,South Lake Union,21,4,0.33,15,14
8401,South Lake Union,21,5,1,24,5
77265,South Lake Union,21,5,0.83,14,10
59038,South Lake Union,21,5,0.67,20,17
58574,South Lake Union,21,5,0.67,11,7
81133,South Lake Union,21,5,0.5,19,19
32126,South Lake Union,21,5,0.5,13,9
35750,South Lake Union,21,5,0.42,16,11
31593,South Lake Union,21,5,0.17,15,17
35890,South Lake Union,21,5,0.08,16,15
11138,South Lake Union,21,4,0.83,21,0
59041,South Lake Union,21,5,0.92,28,12
59046,South Lake Union,21,3,0.58,12,14
79789,South Lake Union,21,3,0.75,18,18
59038,South Lake Union,21,3,0.25,20,20
59038,South Lake Union,21,3,0.75,20,20
79042,South Lake Union,21,3,0.92,14,10
35881,South Lake Union,21,3,0.33,26,26
134961,South Lake Union,21,4,0.42,12,12
120107,South Lake Union,21,4,0,26,18
120105,South Lake Union,21,5,0.83,25,0
35890,South Lake Union,21,5,0.83,16,8
120105,South Lake Union,21,5,0.5,25,15
34881,South Lake Union,21,5,0.42,24,20
94602,South Lake Union,21,5,0.33,28,19
32909,South Lake Union,21,5,0.25,11,4
11778,South Lake Union,21,5,0.25,11,9
34885,South Lake Union,21,5,1,14,15
11785,South Lake Union,21,3,0.92,16,18
81134,South Lake Union,21,3,0.75,18,14
11782,South Lake Union,21,3,0.33,12,10
11141,South Lake Union,21,3,0.92,22,12
31593,South Lake Union,21,3,0.5,30,16
58449,South Lake Union,21,3,0.08,12,14
79026,South Lake Union,21,3,0.25,14,20
78069,South Lake Union,21,5,0.83,22,19
11141,South Lake Union,21,5,0.25,11,18
59041,South Lake Union,21,4,0.67,15,2
13549,South Lake Union,21,4,0.42,13,14
57549,South Lake Union,21,5,0.08,20,23
34877,South Lake Union,21,3,0.42,22,22
76721,South Lake Union,21,3,0,24,14
35749,South Lake Union,21,3,0.08,18,18
34885,South Lake Union,21,3,0.42,28,28
56353,South Lake Union,21,3,1,12,12
33145,South Lake Union,21,3,0.17,12,12
58422,South Lake Union,21,3,0.75,14,12
81246,South Lake Union,21,4,0.75,30,12
120105,South Lake Union,21,4,0.75,25,16
76718,South Lake Union,21,4,0.33,16,16
76198,South Lake Union,21,5,0.83,20,11
79041,South Lake Union,21,5,0.42,16,15
13109,South Lake Union,21,5,0.17,18,9
31310,South Lake Union,21,5,0.08,26,24
57550,South Lake Union,21,5,0.58,16,13
34885,South Lake Union,21,5,0.42,14,14
81117,South Lake Union,21,3,0.5,30,40
81245,South Lake Union,21,3,0.5,28,26
58833,South Lake Union,21,3,0.25,24,28
80554,South Lake Union,21,3,0.17,12,12
81134,South Lake Union,21,3,0,18,4
8406,South Lake Union,21,3,0.25,22,18
11141,South Lake Union,21,3,0.75,22,12
12682,South Lake Union,21,3,0,20,2
31593,South Lake Union,21,3,0.42,30,30
76714,South Lake Union,21,4,0.5,16,9
76722,South Lake Union,21,4,0.42,14,10
35890,South Lake Union,21,4,0.33,32,26
13550,South Lake Union,21,5,0.75,18,19
94612,South Lake Union,21,5,0.42,23,10
32122,South Lake Union,21,5,0.33,18,17
58450,South Lake Union,21,5,0.33,18,18
81693,South Lake Union,21,5,0.33,15,19
33145,South Lake Union,21,5,0.25,12,9
81134,South Lake Union,21,5,0.17,18,17
34881,South Lake Union,21,5,0.08,24,21
11882,South Lake Union,21,4,0.08,14,4
78073,South Lake Union,21,5,0.25,19,15
77266,South Lake Union,21,3,0.08,18,22
13105,South Lake Union,21,3,0.58,14,20
13550,South Lake Union,21,3,0.17,16,20
32129,South Lake Union,21,3,0.42,12,8
55641,South Lake Union,21,3,0.33,14,12
58446,South Lake Union,21,3,0.5,16,16
94677,South Lake Union,21,4,0.83,34,32
13261,South Lake Union,21,4,0.75,14,10
32914,South Lake Union,21,4,0.33,22,18
31593,South Lake Union,21,4,0,32,16
76718,South Lake Union,21,4,0,16,12
34506,South Lake Union,21,5,1,31,30
13110,South Lake Union,21,5,0.92,12,15
55638,South Lake Union,21,5,0.92,11,2
56354,South Lake Union,21,5,0.75,28,12
31593,South Lake Union,21,5,0.33,15,17
13793,South Lake Union,21,4,0.92,11,12
32126,South Lake Union,21,4,0.58,12,0
55637,South Lake Union,21,4,0.5,16,15
78069,South Lake Union,21,4,0.5,11,9
34885,South Lake Union,21,4,0.25,15,12
76197,South Lake Union,21,5,0.83,25,7
35202,South Lake Union,21,5,0.42,14,15
13109,South Lake Union,21,3,0.75,18,10
34506,South Lake Union,21,3,0,62,62
33518,South Lake Union,21,3,0.08,20,20
81694,South Lake Union,21,3,0.92,22,16
59038,South Lake Union,21,3,0.42,20,16
59046,South Lake Union,21,3,0.83,12,4
55453,South Lake Union,21,4,0.83,40,4
55453,South Lake Union,21,4,0.75,40,9
94612,South Lake Union,21,4,0.67,46,7
31593,South Lake Union,21,4,0.33,32,31
77986,South Lake Union,21,4,0.08,22,18
54073,South Lake Union,21,4,0,20,22
35890,South Lake Union,21,5,0.75,16,8
11137,South Lake Union,21,5,0.25,14,12
94602,South Lake Union,21,5,0.17,28,6
31065,South Lake Union,21,5,0.08,12,13
34877,South Lake Union,21,4,0.33,11,9
56354,South Lake Union,21,3,0.83,38,24
35890,South Lake Union,21,3,0.5,32,34
34881,South Lake Union,21,3,0.83,24,20
13105,South Lake Union,21,3,0,14,10
31310,South Lake Union,21,3,0.83,26,20
79025,South Lake Union,21,3,0,16,14
13109,South Lake Union,21,5,1,18,8
53809,South Lake Union,21,5,0.75,16,11
11138,South Lake Union,21,5,0.58,42,34
34881,South Lake Union,21,5,0.5,24,17
77265,South Lake Union,21,5,0.5,14,11
78069,South Lake Union,21,5,0.5,22,20
32125,South Lake Union,21,5,0.5,25,22
55454,South Lake Union,21,5,0.17,21,24
34506,South Lake Union,21,5,0,31,31
81694,South Lake Union,21,4,0.83,11,8
34885,South Lake Union,21,4,0.58,15,8
35201,South Lake Union,21,5,0.58,14,17
79041,South Lake Union,21,3,0,16,10
79042,South Lake Union,21,3,0,14,2
31593,South Lake Union,21,3,0.83,30,12
35201,South Lake Union,21,3,0,14,16
58450,South Lake Union,21,3,0.83,18,18
58574,South Lake Union,21,3,0.17,22,22
81130,South Lake Union,21,3,0.58,14,10
94611,South Lake Union,21,4,0.42,54,27
58574,South Lake Union,21,4,0.33,22,8
94612,South Lake Union,21,4,0.08,46,10
81134,South Lake Union,21,5,0.83,18,17
57201,South Lake Union,21,5,0.42,12,12
59042,South Lake Union,21,5,0.33,22,24
35750,South Lake Union,21,3,0.08,16,22
13793,South Lake Union,21,3,0.67,22,18
76430,South Lake Union,21,3,0.67,24,10
11777,South Lake Union,21,3,0.08,12,12
94602,South Lake Union,21,4,1,53,37
10165,South Lake Union,21,4,1,20,0
55454,South Lake Union,21,4,0.5,16,13
58453,South Lake Union,21,5,0.92,16,12
76429,South Lake Union,21,5,0.83,20,17
11785,South Lake Union,21,5,0.67,16,15
13793,South Lake Union,21,5,0.42,22,17
58574,South Lake Union,21,5,0.33,11,8
31313,South Lake Union,21,5,0,32,17
13793,South Lake Union,21,4,0,11,6
59041,South Lake Union,21,5,0.75,28,29
34885,South Lake Union,21,3,0.58,28,18
57202,South Lake Union,21,3,0.75,18,2
81117,South Lake Union,21,3,0.67,30,16
33518,South Lake Union,21,3,0.33,20,22
58453,South Lake Union,21,3,1,16,12
34882,South Lake Union,21,3,0.42,58,62
8406,South Lake Union,21,3,1,22,0
34517,South Lake Union,21,3,0.08,26,22
35881,South Lake Union,21,3,0.25,26,26
35881,South Lake Union,21,3,0.83,26,2
53809,South Lake Union,21,3,1,16,2
58449,South Lake Union,21,3,0.67,12,10
59045,South Lake Union,21,4,0.92,15,1
77990,South Lake Union,21,4,0.58,16,14
55454,South Lake Union,21,4,0.33,16,15
12682,South Lake Union,21,4,0,28,26
79042,South Lake Union,21,5,0.92,14,7
55373,South Lake Union,21,5,0.92,14,2
11141,South Lake Union,21,5,0.75,11,14
81130,South Lake Union,21,5,0.58,16,11
34878,South Lake Union,21,5,0.25,14,12
78069,South Lake Union,21,5,0.17,22,15
11882,South Lake Union,21,4,0.42,14,6
81245,South Lake Union,21,3,0,28,8
79042,South Lake Union,21,3,0.5,14,8
81493,South Lake Union,21,3,0.25,12,10
79041,South Lake Union,21,3,0.33,16,12
81693,South Lake Union,21,3,0.58,30,20
11777,South Lake Union,21,3,0,12,12
31593,South Lake Union,21,3,0.92,30,30
8626,South Lake Union,21,4,0.75,15,12
53545,South Lake Union,21,4,0.67,38,12
13261,South Lake Union,21,4,0.42,14,9
76722,South Lake Union,21,4,0.25,14,10
94677,South Lake Union,21,5,0.92,15,14
81694,South Lake Union,21,5,0.75,11,11
55449,South Lake Union,21,5,0.58,18,19
32122,South Lake Union,21,5,0.5,18,18
79041,South Lake Union,21,5,0.5,16,14
11786,South Lake Union,21,5,0.42,14,15
81133,South Lake Union,21,5,0.25,19,16
11138,South Lake Union,21,5,0.25,42,35
53550,South Lake Union,21,5,0.17,16,15
55454,South Lake Union,21,5,0,21,25
55637,South Lake Union,21,4,0.67,16,13
34506,South Lake Union,21,4,0.67,31,25
81694,South Lake Union,21,4,0.67,11,3
80554,South Lake Union,21,5,0.42,12,13
11882,South Lake Union,21,3,0.42,28,24
34506,South Lake Union,21,3,0.67,62,14
58445,South Lake Union,21,3,0.75,14,10
11141,South Lake Union,21,3,1,22,10
35201,South Lake Union,21,3,0.33,14,14
57202,South Lake Union,21,3,0.83,18,0
59045,South Lake Union,21,3,0,16,16
81493,South Lake Union,21,3,0,12,4
55453,South Lake Union,21,5,0.83,20,4
79042,South Lake Union,21,5,0.67,14,10
31065,South Lake Union,21,5,0.33,12,13
34878,South Lake Union,21,5,0.08,14,15
13105,South Lake Union,21,5,0.08,14,21
81694,South Lake Union,21,5,0.08,11,12
34509,South Lake Union,21,4,0.58,14,10
81246,South Lake Union,21,3,0.75,30,18
33517,South Lake Union,21,3,0.58,14,18
33746,South Lake Union,21,3,0.92,14,24
81694,South Lake Union,21,3,1,22,14
11777,South Lake Union,21,3,0.83,12,2
31310,South Lake Union,21,3,0.08,26,26
34505,South Lake Union,21,3,0.67,26,14
35881,South Lake Union,21,3,1,26,4
54562,South Lake Union,21,3,0.92,22,6
78701,South Lake Union,21,3,0,12,8
94602,South Lake Union,21,4,0.92,53,46
76718,South Lake Union,21,4,0.67,16,13
32914,South Lake Union,21,4,0.5,22,15
12682,South Lake Union,21,4,0.42,28,25
57201,South Lake Union,21,4,0.25,24,10
31065,South Lake Union,21,5,0.92,12,7
58574,South Lake Union,21,5,0.83,11,3
8406,South Lake Union,21,5,0.75,11,3
13793,South Lake Union,21,5,0.67,22,18
81693,South Lake Union,21,5,0.58,15,15
55373,South Lake Union,21,5,0.5,14,6
35750,South Lake Union,21,5,0.17,16,16
79786,South Lake Union,21,5,0.17,12,14
10802,South Lake Union,21,5,0,13,11
76434,South Lake Union,21,4,0.92,12,5
57198,South Lake Union,21,5,0.42,20,20
34878,South Lake Union,21,3,1,14,12
11882,South Lake Union,21,3,0.17,28,20
13789,South Lake Union,21,3,1,20,12
34885,South Lake Union,21,3,0.83,28,28
80553,South Lake Union,21,3,0.17,14,16
35197,South Lake Union,21,3,0.92,14,8
35202,South Lake Union,21,3,0.58,14,12
55641,South Lake Union,21,3,0.08,14,6
78705,South Lake Union,21,3,0.83,18,22
76721,South Lake Union,21,4,0.67,24,16
53550,South Lake Union,21,4,0.42,32,29
77990,South Lake Union,21,4,0.42,16,14
58574,South Lake Union,21,4,0.08,22,11
8402,South Lake Union,21,5,1,20,15
13789,South Lake Union,21,5,0.25,20,19
79042,South Lake Union,21,5,0.17,14,10
59041,South Lake Union,21,4,0.17,15,0
35202,South Lake Union,21,5,0.92,14,12
76198,South Lake Union,21,3,0.42,20,18
34509,South Lake Union,21,3,0.75,28,12
31065,South Lake Union,21,3,0.25,24,24
33745,South Lake Union,21,3,0.17,18,12
11778,South Lake Union,21,3,0.17,12,8
33145,South Lake Union,21,3,0.83,12,4
57201,South Lake Union,21,3,1,24,0
79790,South Lake Union,21,3,0.58,18,12
8626,South Lake Union,21,4,0.83,15,12
10161,South Lake Union,21,4,0.75,24,8
10161,South Lake Union,21,4,0.58,24,18
120105,South Lake Union,21,4,0.58,25,30
58449,South Lake Union,21,5,0.92,12,13
94612,South Lake Union,21,5,0.75,23,12
59038,South Lake Union,21,5,0.75,20,11
11882,South Lake Union,21,5,0.67,14,8
55449,South Lake Union,21,5,0.67,18,20
58833,South Lake Union,21,5,0.58,12,13
57198,South Lake Union,21,5,0.67,20,15
34509,South Lake Union,21,3,0.25,28,28
57202,South Lake Union,21,3,0.42,18,10
11881,South Lake Union,21,3,0.08,20,14
77266,South Lake Union,21,3,0.5,18,20
81134,South Lake Union,21,3,0.33,18,12
11781,South Lake Union,21,3,1,12,0
34502,South Lake Union,21,3,0.83,14,10
35201,South Lake Union,21,3,0.17,14,16
54074,South Lake Union,21,3,0.17,18,18
54562,South Lake Union,21,3,0.75,22,6
58574,South Lake Union,21,3,0,22,14
58574,South Lake Union,21,3,0.08,22,22
59045,South Lake Union,21,3,0.33,16,16
13261,South Lake Union,21,4,0.83,14,10
76718,South Lake Union,21,4,0.83,16,16
134965,South Lake Union,21,4,0.75,16,10
77986,South Lake Union,21,4,0.67,22,17
76433,South Lake Union,21,5,0.67,26,21
81694,South Lake Union,21,5,0.58,11,11
81133,South Lake Union,21,5,0.33,19,17
81694,South Lake Union,21,5,0.25,11,12
35750,South Lake Union,21,5,0,16,16
81694,South Lake Union,21,4,1,11,12
81694,South Lake Union,21,3,0.83,22,20
56353,South Lake Union,21,3,0.25,12,12
76198,South Lake Union,21,3,0.92,20,12
79785,South Lake Union,21,3,0,12,8
79041,South Lake Union,21,3,0.42,16,10
12682,South Lake Union,21,3,0.92,20,4
31309,South Lake Union,21,3,0.08,26,24
35889,South Lake Union,21,4,0.75,22,5
76721,South Lake Union,21,4,0.58,24,19
76714,South Lake Union,21,4,0.42,16,8
53545,South Lake Union,21,4,0.33,38,33
31310,South Lake Union,21,5,1,26,8
55374,South Lake Union,21,5,0.92,18,13
32909,South Lake Union,21,5,0.33,11,6
13134,South Lake Union,21,5,0,11,12
34509,South Lake Union,21,4,0,14,14
59042,South Lake Union,21,5,0,22,23
35749,South Lake Union,21,3,0.33,18,22
11785,South Lake Union,21,3,0.17,16,18
13105,South Lake Union,21,3,0.33,14,14
54073,South Lake Union,21,3,0.75,20,10
33517,South Lake Union,21,3,0.75,14,18
34881,South Lake Union,21,3,0.92,24,24
11781,South Lake Union,21,3,0.5,12,12
54561,South Lake Union,21,3,0.58,22,16
59038,South Lake Union,21,3,1,20,22
81117,South Lake Union,21,5,0.67,30,20
35881,South Lake Union,21,4,0.83,30,17
35889,South Lake Union,21,4,0.83,22,2
94677,South Lake Union,21,4,0.08,34,8
94602,South Lake Union,21,4,0,53,7
11786,South Lake Union,21,5,1,14,14
120105,South Lake Union,21,5,0.92,25,1
31313,South Lake Union,21,5,0.58,32,23
11141,South Lake Union,21,5,0.42,11,19
58833,South Lake Union,21,5,0.33,12,12
8406,South Lake Union,21,5,0.17,11,8
13109,South Lake Union,21,5,0,18,8
55373,South Lake Union,21,5,0,14,5
59042,South Lake Union,21,4,0.92,11,5
33146,South Lake Union,21,4,0.25,15,15
11137,South Lake Union,21,3,0.67,14,8
53546,South Lake Union,21,3,0.83,18,0
57549,South Lake Union,21,3,0.75,20,16
58574,South Lake Union,21,3,0.25,22,22
77994,South Lake Union,21,4,0.92,16,6
134965,South Lake Union,21,4,0.17,16,15
8626,South Lake Union,21,4,0.08,15,13
77265,South Lake Union,21,5,0.75,14,8
32909,South Lake Union,21,5,0.58,11,5
81134,South Lake Union,21,5,0.67,18,14
34877,South Lake Union,21,5,0.42,11,9
58833,South Lake Union,21,5,0.25,12,12
8401,South Lake Union,21,4,0.83,12,5
34885,South Lake Union,21,4,0.33,15,11
57550,South Lake Union,21,5,1,16,11
81246,South Lake Union,21,3,0.08,30,20
35750,South Lake Union,21,3,1,16,14
