Elmntkey,Study_Area,Area_ID,Day_of_Week,Time,Parking_Spaces,Total_Vehicle_Count
58177,Commercial Core,9,3,1.08,26,21
79654,Commercial Core,9,3,0.83,29,16
58081,Commercial Core,9,3,0.75,30,14
7989,Commercial Core,9,3,0.75,11,9
58081,Commercial Core,9,3,0.67,30,7
53422,Commercial Core,9,3,0.5,23,12
47969,Commercial Core,9,3,0.42,31,22
11118,Commercial Core,9,3,0.17,17,18
11665,Commercial Core,9,3,0.08,27,25
30698,Commercial Core,9,3,0.67,15,11
79566,Commercial Core,9,3,0.5,11,13
31486,Commercial Core,9,4,0.42,27,25
70734,Commercial Core,9,3,0.33,18,22
77610,Commercial Core,9,3,0.33,12,12
31486,Commercial Core,9,4,0.58,27,24
7990,Commercial Core,9,3,1,12,8
12874,Commercial Core,9,3,0.92,19,16
77609,Commercial Core,9,3,0.92,15,11
51477,Commercial Core,9,3,0.33,21,20
77609,Commercial Core,9,3,0.17,15,13
47962,Commercial Core,9,3,0.08,21,20
30698,Commercial Core,9,3,0.42,15,14
31486,Commercial Core,9,4,0.67,27,26
30698,Commercial Core,9,4,0.17,15,15
8829,Commercial Core,9,4,0.83,11,11
68914,Commercial Core,9,3,1,12,7
79653,Commercial Core,9,3,0.75,17,14
77609,Commercial Core,9,3,0.42,15,15
79558,Commercial Core,9,3,0.92,12,12
51481,Commercial Core,9,3,0.58,20,12
12765,Commercial Core,9,4,0.92,13,10
8829,Commercial Core,9,4,0.92,11,10
47969,Commercial Core,9,3,1,31,29
1013,Commercial Core,9,3,0.92,12,10
30697,Commercial Core,9,3,0.75,15,6
12874,Commercial Core,9,3,0.67,19,14
34837,Commercial Core,9,3,0.58,14,11
70734,Commercial Core,9,3,0.42,18,15
76050,Commercial Core,9,3,0.17,12,12
79653,Commercial Core,9,3,0.08,17,19
79570,Commercial Core,9,3,0.08,21,21
34214,Commercial Core,9,4,0.75,14,12
8829,Commercial Core,9,4,0.5,11,10
75153,Commercial Core,9,3,0.92,13,8
75777,Commercial Core,9,3,0.25,21,12
13513,Commercial Core,9,3,0,15,2
13513,Commercial Core,9,3,0.83,30,16
51481,Commercial Core,9,3,0.83,20,4
31485,Commercial Core,9,4,0,13,2
75153,Commercial Core,9,3,1.08,13,1
1013,Commercial Core,9,3,0.58,12,12
35422,Commercial Core,9,3,0.33,21,17
36097,Commercial Core,9,3,0.5,14,14
79566,Commercial Core,9,3,1,33,31
79649,Commercial Core,9,3,0.83,18,17
1014,Commercial Core,9,3,0.33,27,26
47961,Commercial Core,9,3,0.25,17,16
76618,Commercial Core,9,7,0.92,18,0
36105,Commercial Core,9,3,0.25,18,16
31486,Commercial Core,9,4,0.5,27,27
76618,Commercial Core,9,4,1.17,15,9
31485,Commercial Core,9,4,0.58,13,7
58081,Commercial Core,9,3,1.08,30,17
51473,Commercial Core,9,3,1.08,21,12
76045,Commercial Core,9,3,0.75,18,20
13513,Commercial Core,9,7,0.58,15,13
36101,Commercial Core,9,3,0.17,14,10
34214,Commercial Core,9,4,1,14,10
77613,Commercial Core,9,3,0.5,19,20
13513,Commercial Core,9,3,0.67,30,18
12765,Commercial Core,9,4,0.42,13,13
12765,Commercial Core,9,4,0.17,13,11
31486,Commercial Core,9,4,1.17,27,14
34214,Commercial Core,9,3,1,42,44
47969,Commercial Core,9,3,0.25,31,26
51470,Commercial Core,9,3,0.25,24,22
68914,Commercial Core,9,3,0.17,12,6
47969,Commercial Core,9,3,1.08,11,7
70737,Commercial Core,9,3,0.17,16,0
94651,Commercial Core,9,4,0.42,11,8
30698,Commercial Core,9,4,0.58,13,15
46246,Commercial Core,9,3,1,21,22
79649,Commercial Core,9,3,0.17,18,19
56902,Commercial Core,9,3,0.83,12,8
51481,Commercial Core,9,3,0.25,20,12
31485,Commercial Core,9,4,0.75,13,3
11665,Commercial Core,9,3,0.5,27,27
30698,Commercial Core,9,3,0.42,38,39
28949,Commercial Core,9,3,0.17,30,22
11118,Commercial Core,9,3,0.08,17,18
7990,Commercial Core,9,3,0.08,12,3
13513,Commercial Core,9,7,0.83,15,0
54002,Commercial Core,9,7,0.08,18,1
47969,Commercial Core,9,3,1.17,11,6
36106,Commercial Core,9,3,0.83,14,6
51481,Commercial Core,9,3,0.5,20,12
79566,Commercial Core,9,4,0.42,11,11
79566,Commercial Core,9,4,0.92,11,10
94651,Commercial Core,9,4,0.08,11,8
8830,Commercial Core,9,4,0,21,0
79649,Commercial Core,9,3,1.08,18,17
75769,Commercial Core,9,3,1,60,28
34837,Commercial Core,9,3,0.25,14,13
34214,Commercial Core,9,3,0.92,14,13
13513,Commercial Core,9,3,1,15,15
31486,Commercial Core,9,4,0.92,27,22
58493,Commercial Core,9,3,0.92,18,19
30698,Commercial Core,9,3,1,15,13
58801,Commercial Core,9,3,0.75,20,12
8830,Commercial Core,9,4,1.08,21,14
31486,Commercial Core,9,4,0.17,27,18
77613,Commercial Core,9,3,0.08,19,17
76618,Commercial Core,9,7,0.33,18,14
75769,Commercial Core,9,3,0.58,21,14
56902,Commercial Core,9,3,0.58,12,10
24034,Commercial Core,9,3,0.17,18,4
12765,Commercial Core,9,4,0.83,13,7
94651,Commercial Core,9,4,1.17,11,7
11118,Commercial Core,9,4,0.25,17,15
30698,Commercial Core,9,4,0,13,12
8829,Commercial Core,9,4,1,11,10
76618,Commercial Core,9,4,0.33,15,0
75769,Commercial Core,9,3,1.17,20,0
58493,Commercial Core,9,3,0.42,18,21
53797,Commercial Core,9,3,0.25,30,20
12874,Commercial Core,9,3,0.58,19,16
12849,Commercial Core,9,3,0.58,18,10
24034,Commercial Core,9,3,0.08,18,0
12765,Commercial Core,9,4,1.08,13,7
31486,Commercial Core,9,4,0.25,27,26
54002,Commercial Core,9,4,1.08,13,14
75769,Commercial Core,9,3,0.75,60,24
57382,Commercial Core,9,3,0.17,30,10
75769,Commercial Core,9,3,0.42,21,21
79558,Commercial Core,9,3,0.75,12,8
12765,Commercial Core,9,4,1.17,13,0
79654,Commercial Core,9,3,0.58,29,25
57513,Commercial Core,9,3,0.5,11,10
1013,Commercial Core,9,3,0.42,12,13
53422,Commercial Core,9,3,0,23,15
13513,Commercial Core,9,7,0.67,15,11
76618,Commercial Core,9,7,0.75,18,13
34214,Commercial Core,9,3,0.08,14,13
36101,Commercial Core,9,3,0.25,14,8
58177,Commercial Core,9,4,1,11,4
31485,Commercial Core,9,4,0.92,13,14
30698,Commercial Core,9,4,0.42,15,15
30698,Commercial Core,9,4,1.17,13,8
94651,Commercial Core,9,4,0.92,11,6
53998,Commercial Core,9,4,0.83,13,13
75153,Commercial Core,9,3,0.83,13,1
76046,Commercial Core,9,3,0.67,17,14
58177,Commercial Core,9,3,0.25,11,11
1014,Commercial Core,9,3,1,27,32
56977,Commercial Core,9,3,0.92,24,21
35421,Commercial Core,9,3,0.83,15,10
79653,Commercial Core,9,3,0.67,17,19
123942,Commercial Core,9,3,0.58,15,12
80021,Commercial Core,9,3,0.42,15,15
70734,Commercial Core,9,3,0.17,18,18
47962,Commercial Core,9,3,0.17,21,25
58493,Commercial Core,9,3,0.58,18,21
11118,Commercial Core,9,4,0.92,17,10
54002,Commercial Core,9,4,1,13,14
31485,Commercial Core,9,4,0.33,13,5
57382,Commercial Core,9,3,0.25,30,16
7990,Commercial Core,9,3,0.5,12,6
12874,Commercial Core,9,3,1.08,19,12
77613,Commercial Core,9,3,0.33,19,17
70738,Commercial Core,9,3,0.25,24,6
77550,Commercial Core,9,3,0.17,20,24
75769,Commercial Core,9,3,0.25,21,20
31485,Commercial Core,9,4,0.58,13,12
77613,Commercial Core,9,3,1.08,19,16
77550,Commercial Core,9,3,1,20,22
51473,Commercial Core,9,3,0.92,21,1
46250,Commercial Core,9,3,0.92,18,6
51481,Commercial Core,9,3,0.17,20,20
8830,Commercial Core,9,4,1.17,21,11
79566,Commercial Core,9,4,1.08,11,7
53998,Commercial Core,9,4,0.5,13,13
8830,Commercial Core,9,4,0.08,21,1
31485,Commercial Core,9,4,0.42,13,4
46245,Commercial Core,9,3,1,24,9
13189,Commercial Core,9,3,0.75,16,0
94651,Commercial Core,9,4,0.25,11,10
11118,Commercial Core,9,4,1.08,17,11
58494,Commercial Core,9,3,0.17,20,21
36101,Commercial Core,9,3,0.08,14,8
30698,Commercial Core,9,4,0.92,15,15
79566,Commercial Core,9,4,0.17,11,11
8829,Commercial Core,9,4,0.67,11,8
8830,Commercial Core,9,4,0.25,16,15
31486,Commercial Core,9,4,0,25,4
94651,Commercial Core,9,3,1.17,11,0
75769,Commercial Core,9,3,1.08,60,16
79570,Commercial Core,9,3,1,21,18
35422,Commercial Core,9,3,0.75,21,17
46250,Commercial Core,9,3,0.17,18,2
79570,Commercial Core,9,3,0.75,21,19
7990,Commercial Core,9,3,0.58,12,6
77610,Commercial Core,9,3,0.42,12,12
11118,Commercial Core,9,3,0,17,17
79566,Commercial Core,9,4,0.33,11,11
79566,Commercial Core,9,4,1,11,9
79566,Commercial Core,9,4,0.58,11,10
77550,Commercial Core,9,3,0.83,20,10
76045,Commercial Core,9,3,0.42,18,21
77609,Commercial Core,9,3,0.33,15,15
47966,Commercial Core,9,3,0.08,12,4
34837,Commercial Core,9,3,0,14,9
79654,Commercial Core,9,3,0,29,25
56977,Commercial Core,9,3,0,24,23
12765,Commercial Core,9,4,0.17,13,10
58177,Commercial Core,9,3,1,26,20
34214,Commercial Core,9,3,0.83,42,35
76045,Commercial Core,9,3,0.83,18,13
13185,Commercial Core,9,3,0.17,21,19
58798,Commercial Core,9,3,0.67,16,14
123942,Commercial Core,9,3,1,15,14
77613,Commercial Core,9,3,0.67,19,9
79649,Commercial Core,9,3,0.67,18,12
34214,Commercial Core,9,4,0.17,14,8
51478,Commercial Core,9,3,1.08,15,8
94651,Commercial Core,9,3,1,33,8
58474,Commercial Core,9,3,0.5,12,10
51478,Commercial Core,9,3,0.08,15,3
34214,Commercial Core,9,4,0.5,14,11
77549,Commercial Core,9,3,1.08,18,10
56977,Commercial Core,9,3,1,24,24
9770,Commercial Core,9,3,0.83,12,10
75769,Commercial Core,9,3,0.17,60,44
79558,Commercial Core,9,3,0.5,12,12
36101,Commercial Core,9,3,0.42,14,10
81194,Commercial Core,9,3,0.92,18,12
34214,Commercial Core,9,4,0.58,14,16
58177,Commercial Core,9,4,0.33,11,10
30698,Commercial Core,9,4,0.67,13,14
31486,Commercial Core,9,4,0.5,27,27
30698,Commercial Core,9,4,0.42,13,14
76046,Commercial Core,9,3,1,17,14
68914,Commercial Core,9,3,0.92,12,3
58474,Commercial Core,9,3,0.67,12,8
76046,Commercial Core,9,3,0,17,19
36097,Commercial Core,9,3,0.33,14,16
51477,Commercial Core,9,3,0.92,21,0
58493,Commercial Core,9,3,0.67,18,15
13185,Commercial Core,9,3,0.08,21,21
54002,Commercial Core,9,3,0,18,9
13513,Commercial Core,9,3,0.5,15,9
75769,Commercial Core,9,3,0.08,21,11
36097,Commercial Core,9,3,0.42,14,16
31486,Commercial Core,9,4,1.08,27,17
94651,Commercial Core,9,4,0.5,11,4
53998,Commercial Core,9,4,0.33,13,8
58081,Commercial Core,9,3,1,30,22
77609,Commercial Core,9,3,0.75,15,12
13513,Commercial Core,9,7,0.42,15,15
11118,Commercial Core,9,4,0.5,17,17
94651,Commercial Core,9,4,0.33,11,9
54002,Commercial Core,9,4,0.17,13,5
8830,Commercial Core,9,4,0,16,1
79570,Commercial Core,9,3,1.08,21,15
30697,Commercial Core,9,3,0.58,15,9
58494,Commercial Core,9,3,0.58,20,21
31486,Commercial Core,9,4,1.08,27,16
58177,Commercial Core,9,4,0.92,11,3
30698,Commercial Core,9,4,0.75,15,15
12765,Commercial Core,9,4,0.83,13,8
34214,Commercial Core,9,4,0.08,14,13
13513,Commercial Core,9,4,0.92,15,13
8829,Commercial Core,9,4,0.33,11,11
31486,Commercial Core,9,4,0.33,25,16
53797,Commercial Core,9,3,1.08,30,36
79649,Commercial Core,9,3,0.75,18,15
9770,Commercial Core,9,3,0.42,12,8
80021,Commercial Core,9,3,0.17,15,15
77610,Commercial Core,9,3,0.08,12,11
80021,Commercial Core,9,3,0,15,13
7990,Commercial Core,9,3,0.42,12,2
13513,Commercial Core,9,7,0.25,15,9
47969,Commercial Core,9,3,0.08,11,2
77550,Commercial Core,9,3,0.08,20,19
13513,Commercial Core,9,3,1.08,30,28
34214,Commercial Core,9,4,0.33,14,16
53422,Commercial Core,9,3,0.92,23,18
76050,Commercial Core,9,3,0.42,12,12
11118,Commercial Core,9,3,0.33,17,16
51473,Commercial Core,9,3,0.25,21,9
1006,Commercial Core,9,3,0.92,12,0
54002,Commercial Core,9,4,0.83,13,13
8830,Commercial Core,9,4,0.58,21,15
75769,Commercial Core,9,4,0.5,20,14
58493,Commercial Core,9,3,1,18,22
77610,Commercial Core,9,3,0.58,12,7
58493,Commercial Core,9,3,0.17,18,19
30698,Commercial Core,9,3,0.25,15,15
58177,Commercial Core,9,3,1.17,11,5
36105,Commercial Core,9,3,0.83,18,10
30698,Commercial Core,9,4,0.25,13,16
51473,Commercial Core,9,3,0.67,21,2
94651,Commercial Core,9,3,0.5,33,19
77549,Commercial Core,9,3,0.08,18,10
58798,Commercial Core,9,3,0.5,16,16
13513,Commercial Core,9,3,0.25,30,18
36105,Commercial Core,9,3,0.5,18,16
24034,Commercial Core,9,3,1,18,4
94651,Commercial Core,9,4,0,11,10
53998,Commercial Core,9,4,1.08,13,8
34837,Commercial Core,9,3,0.83,14,12
12874,Commercial Core,9,3,0.5,19,18
47961,Commercial Core,9,3,0.33,17,8
35422,Commercial Core,9,3,0.08,21,21
46245,Commercial Core,9,3,0.92,24,6
12849,Commercial Core,9,3,0.5,18,20
36105,Commercial Core,9,3,0.92,18,18
58798,Commercial Core,9,3,1,16,20
76614,Commercial Core,9,4,0.25,15,10
12765,Commercial Core,9,4,0.33,13,11
77613,Commercial Core,9,3,0.58,19,15
79654,Commercial Core,9,3,0.33,29,29
8830,Commercial Core,9,4,0.67,21,13
8829,Commercial Core,9,4,1.08,11,7
58474,Commercial Core,9,3,0.92,12,11
79570,Commercial Core,9,3,0.33,21,21
70734,Commercial Core,9,3,0.25,18,16
30698,Commercial Core,9,3,0.92,15,13
54002,Commercial Core,9,4,0.42,13,11
31486,Commercial Core,9,4,0.58,25,17
53422,Commercial Core,9,3,0.67,23,21
51473,Commercial Core,9,3,0.58,21,6
77550,Commercial Core,9,3,0.5,20,22
46245,Commercial Core,9,3,0.33,24,25
28949,Commercial Core,9,3,0.08,30,20
30698,Commercial Core,9,3,0,15,13
58177,Commercial Core,9,3,1.08,11,9
79566,Commercial Core,9,3,0.42,11,11
51481,Commercial Core,9,3,1,20,20
79653,Commercial Core,9,3,1,17,10
11118,Commercial Core,9,3,0.92,17,8
56977,Commercial Core,9,3,0.5,24,16
46246,Commercial Core,9,3,0.08,21,2
75769,Commercial Core,9,4,0.25,20,19
31486,Commercial Core,9,4,0.92,25,16
13185,Commercial Core,9,3,0.92,21,13
77610,Commercial Core,9,3,0.67,12,10
79570,Commercial Core,9,3,0.42,21,21
47966,Commercial Core,9,3,0.33,12,12
34214,Commercial Core,9,3,0.08,42,41
80017,Commercial Core,9,3,0,17,10
76618,Commercial Core,9,7,0.25,18,13
75769,Commercial Core,9,3,0.17,21,21
47969,Commercial Core,9,3,0.17,11,8
34214,Commercial Core,9,4,0.08,14,16
8830,Commercial Core,9,4,0.5,21,16
47961,Commercial Core,9,3,0.17,17,8
30698,Commercial Core,9,3,0,38,26
13189,Commercial Core,9,3,0.58,16,6
36101,Commercial Core,9,3,1.08,14,14
12765,Commercial Core,9,4,0.92,13,5
94651,Commercial Core,9,4,0.33,11,11
12765,Commercial Core,9,4,0.33,13,10
77549,Commercial Core,9,3,0.92,18,8
51473,Commercial Core,9,3,0.83,21,5
58474,Commercial Core,9,3,0.33,12,12
70738,Commercial Core,9,3,0.33,24,2
58177,Commercial Core,9,3,0.25,26,22
53422,Commercial Core,9,3,0.17,23,18
34214,Commercial Core,9,3,0,42,36
58077,Commercial Core,9,3,1,18,12
75769,Commercial Core,9,4,0.58,20,16
75769,Commercial Core,9,4,1.17,20,2
57513,Commercial Core,9,3,0.92,11,7
28949,Commercial Core,9,3,0.58,30,20
36106,Commercial Core,9,3,0.42,14,18
13513,Commercial Core,9,3,0.42,30,14
51481,Commercial Core,9,3,0.75,20,4
51481,Commercial Core,9,3,1.08,20,24
31485,Commercial Core,9,4,0.75,13,10
76618,Commercial Core,9,4,0,15,1
35422,Commercial Core,9,3,0.5,21,17
47969,Commercial Core,9,3,0.5,31,23
47961,Commercial Core,9,3,0.5,17,5
58474,Commercial Core,9,3,0.08,12,13
12849,Commercial Core,9,3,0.17,18,18
11118,Commercial Core,9,4,0.75,17,3
79566,Commercial Core,9,4,0.83,11,10
12765,Commercial Core,9,4,0.5,13,7
12765,Commercial Core,9,4,0.42,13,11
31486,Commercial Core,9,4,0.25,25,16
11665,Commercial Core,9,3,1,27,17
11118,Commercial Core,9,3,0.75,17,3
75777,Commercial Core,9,3,0.58,21,3
47962,Commercial Core,9,3,0.33,21,20
58494,Commercial Core,9,3,0,20,13
11665,Commercial Core,9,3,0,27,27
54002,Commercial Core,9,3,0.33,18,18
58177,Commercial Core,9,3,0.33,11,10
58177,Commercial Core,9,3,1,11,11
58801,Commercial Core,9,3,0.5,20,18
31486,Commercial Core,9,4,0.67,27,20
77609,Commercial Core,9,3,1.08,15,7
77610,Commercial Core,9,3,0.83,12,11
77610,Commercial Core,9,3,0,12,12
13513,Commercial Core,9,3,0.17,30,18
34214,Commercial Core,9,4,0.83,14,14
12765,Commercial Core,9,4,0.25,13,12
75769,Commercial Core,9,4,0.67,20,8
75769,Commercial Core,9,3,0.83,60,30
57382,Commercial Core,9,3,0.42,30,14
77549,Commercial Core,9,3,0.25,18,11
1013,Commercial Core,9,3,0,12,7
79558,Commercial Core,9,3,0.33,12,12
36097,Commercial Core,9,3,0.58,14,14
31485,Commercial Core,9,4,0.67,13,9
11118,Commercial Core,9,4,0.25,17,18
8829,Commercial Core,9,4,0.42,11,12
54002,Commercial Core,9,3,0.42,18,17
13513,Commercial Core,9,3,0.25,15,5
30698,Commercial Core,9,3,1.17,15,6
79558,Commercial Core,9,3,0.17,12,12
81194,Commercial Core,9,3,0.83,18,2
54002,Commercial Core,9,4,1,13,13
76618,Commercial Core,9,4,0.42,15,0
75781,Commercial Core,9,3,0.25,24,23
76618,Commercial Core,9,4,0.75,15,12
76618,Commercial Core,9,7,0,18,3
13513,Commercial Core,9,7,0.08,15,7
75769,Commercial Core,9,4,0.83,20,18
79566,Commercial Core,9,4,0.08,11,10
54002,Commercial Core,9,4,0.83,13,13
46250,Commercial Core,9,3,0.08,18,3
76618,Commercial Core,9,4,0.67,15,12
58177,Commercial Core,9,3,0.92,11,11
58177,Commercial Core,9,4,0.08,11,6
94651,Commercial Core,9,4,1.08,11,8
77550,Commercial Core,9,3,0.75,20,9
1014,Commercial Core,9,3,0.5,27,22
75781,Commercial Core,9,3,0.42,24,27
58081,Commercial Core,9,3,0.25,30,23
13189,Commercial Core,9,3,0.5,16,8
34214,Commercial Core,9,4,0.58,14,12
12765,Commercial Core,9,4,1.08,13,6
8830,Commercial Core,9,4,0.08,16,2
94651,Commercial Core,9,3,0.83,33,0
58474,Commercial Core,9,3,0.75,12,6
12874,Commercial Core,9,3,0.25,19,18
34214,Commercial Core,9,3,0.83,14,11
56902,Commercial Core,9,3,0,12,8
11118,Commercial Core,9,4,0.42,17,16
58177,Commercial Core,9,4,0,11,9
11118,Commercial Core,9,4,0.58,17,14
76618,Commercial Core,9,4,1,15,0
1013,Commercial Core,9,3,1,12,12
7990,Commercial Core,9,3,0.92,12,13
75153,Commercial Core,9,3,0.5,13,7
54002,Commercial Core,9,7,0.33,18,3
79566,Commercial Core,9,3,0.25,11,10
8617,Denny Triangle,10,5,0.5,12,14
81305,Denny Triangle,10,5,0.33,12,10
35525,Denny Triangle,10,5,0.17,12,10
34490,Denny Triangle,10,3,0.5,15,16
13097,Denny Triangle,10,3,0.83,12,12
8389,Denny Triangle,10,3,0.17,12,13
53126,Denny Triangle,10,3,0,12,12
58226,Denny Triangle,10,4,0.92,11,5
13545,Denny Triangle,10,5,1.08,14,10
56241,Denny Triangle,10,5,1.08,18,20
13546,Denny Triangle,10,5,0.92,21,17
7997,Denny Triangle,10,5,0.92,15,10
31062,Denny Triangle,10,5,0.75,17,2
79365,Denny Triangle,10,5,0.67,15,15
13545,Denny Triangle,10,5,0.42,21,17
76994,Denny Triangle,10,3,1,12,7
53129,Denny Triangle,10,3,0.67,13,10
53126,Denny Triangle,10,4,0.92,13,6
57194,Denny Triangle,10,5,0.58,18,19
13101,Denny Triangle,10,5,0.17,15,15
8398,Denny Triangle,10,5,0,15,14
35530,Denny Triangle,10,5,0.42,24,18
58225,Denny Triangle,10,5,0.17,14,2
79365,Denny Triangle,10,5,0.08,15,15
8614,Denny Triangle,10,5,0.08,11,11
35730,Denny Triangle,10,4,0.25,12,10
58226,Denny Triangle,10,4,0.42,11,4
77261,Denny Triangle,10,5,0.5,30,22
79365,Denny Triangle,10,5,0,15,16
13097,Denny Triangle,10,3,0.33,12,11
35525,Denny Triangle,10,5,0.83,12,10
8389,Denny Triangle,10,5,0.33,12,14
7998,Denny Triangle,10,5,0.17,15,12
78937,Denny Triangle,10,5,1,18,16
58226,Denny Triangle,10,5,1,22,14
53126,Denny Triangle,10,3,0.33,15,14
8005,Denny Triangle,10,3,0.08,11,9
53433,Denny Triangle,10,5,0.83,16,8
13101,Denny Triangle,10,5,0.83,15,14
7997,Denny Triangle,10,5,0.5,15,8
58226,Denny Triangle,10,5,0.42,22,16
35729,Denny Triangle,10,5,0.08,18,22
13546,Denny Triangle,10,5,0,21,13
58226,Denny Triangle,10,4,0.08,11,1
13545,Denny Triangle,10,5,0.92,21,16
36137,Denny Triangle,10,5,0.75,27,22
8614,Denny Triangle,10,3,0.75,11,10
13097,Denny Triangle,10,4,0.08,24,21
36142,Denny Triangle,10,5,0.08,12,12
79365,Denny Triangle,10,5,0.58,15,10
58226,Denny Triangle,10,5,0.08,22,2
77126,Denny Triangle,10,5,0.75,30,0
53805,Denny Triangle,10,5,0.58,12,17
56690,Denny Triangle,10,5,0.58,19,20
34489,Denny Triangle,10,5,0.5,22,10
57194,Denny Triangle,10,5,0.25,18,20
78934,Denny Triangle,10,5,0.25,18,5
8397,Denny Triangle,10,5,0.08,24,24
8614,Denny Triangle,10,4,0.75,11,7
35729,Denny Triangle,10,5,0.92,18,20
81305,Denny Triangle,10,5,0.5,12,12
56241,Denny Triangle,10,5,0.5,24,17
8394,Denny Triangle,10,5,0.17,16,16
77126,Denny Triangle,10,5,0.08,30,22
31058,Denny Triangle,10,5,0.08,21,17
13546,Denny Triangle,10,5,0.08,21,15
8389,Denny Triangle,10,3,0.83,12,10
53126,Denny Triangle,10,4,0,13,6
33993,Denny Triangle,10,5,1,21,20
8389,Denny Triangle,10,5,0.92,12,13
75785,Denny Triangle,10,5,0.92,21,18
30705,Denny Triangle,10,5,0.58,24,17
36138,Denny Triangle,10,5,0.33,24,26
8249,Denny Triangle,10,5,0.08,21,18
35730,Denny Triangle,10,4,0.58,12,12
53125,Denny Triangle,10,5,0.92,11,10
8249,Denny Triangle,10,5,0.75,21,15
7998,Denny Triangle,10,5,0.67,15,13
53433,Denny Triangle,10,5,0.5,16,8
36137,Denny Triangle,10,5,0.17,27,26
56690,Denny Triangle,10,5,0,19,9
56241,Denny Triangle,10,5,0,24,22
78934,Denny Triangle,10,5,0.92,18,0
13546,Denny Triangle,10,5,0.5,21,21
58222,Denny Triangle,10,5,0.25,14,14
53126,Denny Triangle,10,3,0.92,12,11
80894,Denny Triangle,10,5,0.5,12,14
13545,Denny Triangle,10,5,0.08,21,13
8389,Denny Triangle,10,3,1.17,12,7
58225,Denny Triangle,10,5,0.42,14,8
8005,Denny Triangle,10,3,1,11,9
34489,Denny Triangle,10,3,0.5,11,2
8389,Denny Triangle,10,3,0.42,12,13
8614,Denny Triangle,10,4,0.25,11,9
76994,Denny Triangle,10,4,0,12,0
8389,Denny Triangle,10,5,0.83,12,13
58225,Denny Triangle,10,5,0.33,14,4
56241,Denny Triangle,10,5,0.17,24,24
53129,Denny Triangle,10,3,0.17,13,12
76994,Denny Triangle,10,3,0.5,12,12
56690,Denny Triangle,10,5,0.42,19,18
81114,Denny Triangle,10,5,0.42,12,14
34489,Denny Triangle,10,3,0.42,11,11
35730,Denny Triangle,10,4,0.92,12,11
53130,Denny Triangle,10,5,0.92,24,27
33994,Denny Triangle,10,5,0.92,30,24
81114,Denny Triangle,10,5,0.58,12,12
81114,Denny Triangle,10,5,0,12,11
76994,Denny Triangle,10,3,0.92,12,9
34489,Denny Triangle,10,4,0.25,11,4
36142,Denny Triangle,10,5,0.92,12,8
13546,Denny Triangle,10,5,0.83,21,13
8614,Denny Triangle,10,5,0.75,11,13
75786,Denny Triangle,10,5,0.67,18,8
54410,Denny Triangle,10,5,0.67,12,9
80894,Denny Triangle,10,5,0.67,12,10
53125,Denny Triangle,10,5,0.58,11,8
33674,Denny Triangle,10,5,0.25,18,13
8389,Denny Triangle,10,3,0.17,12,11
75785,Denny Triangle,10,5,0.83,21,22
34490,Denny Triangle,10,5,0.58,18,22
81305,Denny Triangle,10,5,0,12,13
8389,Denny Triangle,10,3,0.92,12,8
8389,Denny Triangle,10,3,0.58,12,10
58226,Denny Triangle,10,4,0.5,11,4
53130,Denny Triangle,10,5,1.08,16,10
30705,Denny Triangle,10,5,1,24,22
53805,Denny Triangle,10,5,0.5,12,16
8389,Denny Triangle,10,3,0,12,10
34489,Denny Triangle,10,3,0,11,5
58226,Denny Triangle,10,4,0.33,11,4
76193,Denny Triangle,10,5,1.08,14,12
57194,Denny Triangle,10,5,1,18,22
81305,Denny Triangle,10,5,0.67,12,14
34489,Denny Triangle,10,5,0.67,22,0
80894,Denny Triangle,10,5,0.58,12,8
8398,Denny Triangle,10,5,0.5,15,15
77129,Denny Triangle,10,5,0.33,24,24
53126,Denny Triangle,10,3,0.92,15,12
53126,Denny Triangle,10,4,0.75,13,9
77129,Denny Triangle,10,5,0.5,24,16
81305,Denny Triangle,10,5,0.42,12,12
35530,Denny Triangle,10,5,0.33,24,21
53433,Denny Triangle,10,5,1.08,16,2
35530,Denny Triangle,10,5,0.5,24,24
76994,Denny Triangle,10,5,0.33,36,36
53805,Denny Triangle,10,5,0.33,12,17
8389,Denny Triangle,10,3,0.75,12,11
8389,Denny Triangle,10,3,0.42,12,12
75786,Denny Triangle,10,5,0.92,18,12
34489,Denny Triangle,10,5,0.25,22,24
76994,Denny Triangle,10,3,0.83,12,9
13097,Denny Triangle,10,4,0.83,24,20
34489,Denny Triangle,10,4,1,11,12
81685,Denny Triangle,10,5,0.75,15,9
35729,Denny Triangle,10,5,0.42,18,18
53126,Denny Triangle,10,3,0.42,15,12
76994,Denny Triangle,10,3,0.75,12,7
8614,Denny Triangle,10,3,0.33,11,12
56241,Denny Triangle,10,5,0.92,24,20
53433,Denny Triangle,10,5,0.75,16,6
54410,Denny Triangle,10,5,0.58,12,8
34490,Denny Triangle,10,3,0.08,15,13
53126,Denny Triangle,10,3,0.75,12,11
34489,Denny Triangle,10,3,0.58,11,0
53126,Denny Triangle,10,3,0.33,12,13
13097,Denny Triangle,10,4,0.5,24,21
77129,Denny Triangle,10,5,1,24,18
54409,Denny Triangle,10,5,0.92,12,6
36138,Denny Triangle,10,5,0.42,24,24
8397,Denny Triangle,10,5,0.17,24,23
34489,Denny Triangle,10,3,0.92,11,3
35530,Denny Triangle,10,5,1.08,16,18
34490,Denny Triangle,10,5,1,18,20
81686,Denny Triangle,10,5,0.75,27,24
